5 0 5 .BBBCCDDJ..LI.JAALIEEE.LI..KFF.HHK.. 
5 0 5 .BBBCCDDJ..LI.JAALIEEE.LI..KFFHH.K.. H99 
5 0 5 .BBBCCDDJ..LI.JAALI.EEELI..KFFHH.K.. E99 H99 
5 0 5 BBB.CCDDJ..LI.JAALI.EEELI..KFFHH.K.. B99 E99 H99 
5 0 5 BBB.CCDDJ..LI.JAALI.EEELI..KFF.HHK.. B99 E99 H98 
5 0 5 BBB.CCDDJ..L..JAALI.EEELI..KFFIHHK.. B99 E99 H98 I99 
5 0 5 BBB.CCDDJ..L..JAALIEEE.LI..KFFIHHK.. B99 E98 H98 I99 
5 0 5 BBBCC.DDJ..L..JAALIEEE.LI..KFFIHHK.. B99 C99 E98 H98 I99 
5 0 5 BBBCC.DDJ..LI.JAALIEEE.LI..KFF.HHK.. B99 C99 E98 H98 I98 
5 0 5 BBBCC.DDJ..LI.JAALIEEE.LI..KFFHH.K.. B99 C99 E98 H97 I98 
5 0 5 BBBCCLDDJ..LI.JAALIEEE..I..KFFHH.K.. B99 C99 E98 H97 I98 L99 
5 0 5 BBBCCLDDJ..LI.JAALI..EEEI..KFFHH.K.. B99 C99 E96 H97 I98 L99 
5 0 5 BBBCCLDDJ..LI.JAALI..EEEI..KFF.HHK.. B99 C99 E96 H96 I98 L99 
5 0 5 BBBCCLDDJ..L..JAALI..EEEI..KFFIHHK.. B99 C99 E96 H96 I97 L99 
5 0 5 BBBCCLDDJ..L..JAALI.EEE.I..KFFIHHK.. B99 C99 E95 H96 I97 L99 
5 0 5 BBBCCLDD...L...AALI.JEEEI.JKFFIHHK.. B99 C99 E96 H96 I97 J98 L99 
5 0 5 BBBCCLDD...LAA...LI.JEEEI.JKFFIHHK.. A97 B99 C99 E96 H96 I97 J98 L99 
5 0 5 BBBCCL...DDLAA...LI.JEEEI.JKFFIHHK.. A97 B99 C99 D97 E96 H96 I97 J98 L99 
5 0 5 BBBCCL...DDL..AA.LI.JEEEI.JKFFIHHK.. A95 B99 C99 D97 E96 H96 I97 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.JEEE..JKFF.HHK.. A95 B99 C99 D97 E96 H96 I95 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.JEEE..JKFFHH.K.. A95 B99 C99 D97 E96 H95 I95 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI..EEE..JKFFHHJK.. A95 B99 C99 D97 E96 H95 I95 J97 L99 
5 0 5 BBBCCLI..DDLI.AA.LIEEE....JKFFHHJK.. A95 B99 C99 D97 E94 H95 I95 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LIEEE..I.JKFFHHJK.. A95 B99 C99 D97 E94 H95 I94 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LI.EEE.I.JKFFHHJK.. A95 B99 C99 D97 E93 H95 I94 J97 L99 
5 0 5 BBBCC....DDLI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLI..AALI.EEELI.JKFFHHJK.. A94 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLI..AALIEEE.LI.JKFFHHJK.. A94 B99 C99 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC....DDLIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C99 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC.I..DDLIAA..LIEEE.L..JKFFHHJK.. A92 B99 C99 D97 E92 H95 I93 J97 L98 
5 0 5 BBBCC.I..DDLIAA..LI.EEEL..JKFFHHJK.. A92 B99 C99 D97 E91 H95 I93 J97 L98 
5 0 5 BBBCCLI..DDLIAA..LI.EEE...JKFFHHJK.. A92 B99 C99 D97 E91 H95 I93 J97 L97 
5 0 5 BBBCCLI..DDLI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D97 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D95 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALI..EEE..JKFFHHJK.. A90 B99 C99 D95 E90 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI.JAALI.JEEE...KFFHH.K.. A90 B99 C99 D95 E90 H95 I93 J95 L97 
5 0 5 BBBCCLIDD..LI.JAALI.JEEE...KFF.HHK.. A90 B99 C99 D95 E90 H94 I93 J95 L97 
5 0 5 BBBCCLIDD..LI..AALI.JEEE..JKFF.HHK.. A90 B99 C99 D95 E90 H94 I93 J94 L97 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFF.HHK.. A90 B99 C99 D95 E90 H94 I92 J94 L97 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFFHH.K.. A90 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI.JEEEI.JKFFHH.K.. A88 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI..EEEI.JKFFHHJK.. A88 B99 C99 D95 E90 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LIAA..LIEEE..I.JKFFHHJK.. A88 B99 C99 D95 E88 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D95 E88 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D94 E88 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALI..EEEI.JKFFHHJK.. A86 B99 C99 D94 E86 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFFHH.K.. A86 B99 C99 D94 E86 H93 I92 J91 L97 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFF.HHK.. A86 B99 C99 D94 E86 H92 I92 J91 L97 
5 0 5 BBBCCL..DD.L..JAALI.JEEEI..KFFIHHK.. A86 B99 C99 D94 E86 H92 I91 J91 L97 
5 0 5 BBBCCL...DDL..JAALI.JEEEI..KFFIHHK.. A86 B99 C99 D93 E86 H92 I91 J91 L97 
5 0 5 BBBCCL..JDDL..JAALI..EEEI..KFFIHHK.. A86 B99 C99 D93 E86 H92 I91 J90 L97 
5 0 5 BBBCCL..JDDL..JAALIEEE..I..KFFIHHK.. A86 B99 C99 D93 E84 H92 I91 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALIEEE.....KFF.HHK.. A86 B99 C99 D93 E84 H92 I89 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALIEEE.....KFFHH.K.. A86 B99 C99 D93 E84 H91 I89 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALI..EEE...KFFHH.K.. A86 B99 C99 D93 E82 H91 I89 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI..EEEI..KFFHH.K.. A86 B99 C99 D93 E82 H91 I88 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI.EEE.I..KFFHH.K.. A86 B99 C99 D93 E81 H91 I88 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI.EEE.I..KFF.HHK.. A86 B99 C99 D93 E81 H90 I88 J90 L97 
5 0 5 BBBCC...JDDLI.JAALI.EEELI..KFF.HHK.. A86 B99 C99 D93 E81 H90 I88 J90 L96 
5 0 5 BBBCC...JDDL..JAALI.EEELI..KFFIHHK.. A86 B99 C99 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDL..JAALI.EEELI..KFFIHHK.. A86 B99 C98 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDL..JAALIEEE.LI..KFFIHHK.. A86 B99 C98 D93 E80 H90 I87 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALIEEE.L...KFF.HHK.. A86 B99 C98 D93 E80 H90 I85 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALIEEE.L...KFFHH.K.. A86 B99 C98 D93 E80 H89 I85 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALI.EEEL...KFFHH.K.. A86 B99 C98 D93 E79 H89 I85 J90 L96 
5 0 5 BBB.CC..JDDLI.JAALI.EEELI..KFFHH.K.. A86 B99 C98 D93 E79 H89 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALI.EEELI..KFFHH.K.. A86 B98 C98 D93 E79 H89 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALI.EEELI..KFF.HHK.. A86 B98 C98 D93 E79 H88 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALIEEE.LI..KFF.HHK.. A86 B98 C98 D93 E78 H88 I84 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL.EEE.L...KFF.HHK.. A86 B98 C98 D93 E78 H88 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL.EEE.L...KFFHH.K.. A86 B98 C98 D93 E78 H87 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAALEEE..L...KFFHH.K.. A86 B98 C98 D93 E77 H87 I82 J90 L96 
5 0 5 IBBBCCI.DD.LIAA..LEEEK.L..JKFF..JHH. A70 B96 C96 D82 E53 H82 I44 J79 K97 L92 
5 0 5 IBBBCCI..DDLI.AA.LEEEK.L..JKFF..JHH. A71 B96 C96 D83 E53 H82 I44 J79 K97 L92 
5 0 5 IBBBCCIDD..LI..AALEEEK.L..JKFF..JHH. A72 B96 C96 D81 E53 H82 I44 J79 K97 L92 
5 0 5 IBBBCCI.DD.LI..AALEEEK.L..JKFF..JHH. A72 B96 C96 D82 E53 H82 I44 J79 K97 L92 
5 0 5 IBBBCCI..DDLIAA..LEEEK.L..JKFF..J.HH A70 B96 C96 D83 E53 H83 I44 J79 K97 L92 
5 0 5 IBBBCCI..DDLI.AA.LEEEK.L..JKFF..J.HH A71 B96 C96 D83 E53 H83 I44 J79 K97 L92 
5 0 5 IBBBCCIDD..LI..AALEEEK.L..JKFF..J.HH A72 B96 C96 D81 E53 H83 I44 J79 K97 L92 
5 0 5 IBBBCCI.DD.LI..AALEEEK.L..JKFF..J.HH A72 B96 C96 D82 E53 H83 I44 J79 K97 L92 
5 0 5 IBBBCCI..DDLIAA..LEEE..L..JKFF..JKHH A70 B96 C96 D83 E53 H83 I44 J79 K98 L92 
5 0 5 IBBBCCI..DDLI.AA.LEEE..L..JKFF..JKHH A71 B96 C96 D83 E53 H83 I44 J79 K98 L92 
5 0 5 IBBBCCIDD..LI..AALEEE..L..JKFF..JKHH A72 B96 C96 D81 E53 H83 I44 J79 K98 L92 
5 0 5 IBBBCCI.DD.LI..AALEEE..L..JKFF..JKHH A72 B96 C96 D82 E53 H83 I44 J79 K98 L92 
5 0 5 IBBBCCI..DDLI.AA.L.EEE.L..JKFF..JKHH A71 B96 C96 D83 E54 H83 I44 J79 K98 L92 
5 0 5 IBBBCCIDD..LI..AAL.EEE.L..JKFF..JKHH A72 B96 C96 D81 E54 H83 I44 J79 K98 L92 
5 0 5 IBBBCCI.DD.LI..AAL.EEE.L..JKFF..JKHH A72 B96 C96 D82 E54 H83 I44 J79 K98 L92 
5 0 5 .BBBCC...DDLI..AALIEEE.LI.JKFF..JKHH A72 B96 C96 D83 E54 H83 I46 J79 K98 L92 
5 0 5 .BBBCC...DDLAA...LIEEE.LI.JKFFI.JKHH A69 B96 C96 D83 E54 H83 I47 J79 K98 L92 
5 0 5 .BBBCC...DDL..AA.LIEEE.LI.JKFFI.JKHH A71 B96 C96 D83 E54 H83 I47 J79 K98 L92 
5 0 5 .BBBCCDD...L...AALIEEE.LI.JKFFI.JKHH A72 B96 C96 D80 E54 H83 I47 J79 K98 L92 
5 0 5 .BBBCC.DD..L...AALIEEE.LI.JKFFI.JKHH A72 B96 C96 D81 E54 H83 I47 J79 K98 L92 
5 0 5 .BBBCC..DD.L...AALIEEE.LI.JKFFI.JKHH A72 B96 C96 D82 E54 H83 I47 J79 K98 L92 
5 0 5 BBB.CC...DDL...AALIEEE.LI.JKFFI.JKHH A72 B95 C96 D83 E54 H83 I47 J79 K98 L92 
5 0 5 IBBBCCI..DDLI..AAL..EEEL..JKFF..JKHH A72 B96 C96 D83 E55 H83 I44 J79 K98 L92 
5 0 5 .BBBCC...DDLI..AALI.EEELI.JKFF..JKHH A72 B96 C96 D83 E55 H83 I46 J79 K98 L92 
5 0 5 .BBBCCDD...L...AALI.EEELI.JKFFI.JKHH A72 B96 C96 D80 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC.DD..L...AALI.EEELI.JKFFI.JKHH A72 B96 C96 D81 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC..DD.L...AALI.EEELI.JKFFI.JKHH A72 B96 C96 D82 E55 H83 I47 J79 K98 L92 
5 0 5 BBB.CC...DDL...AALI.EEELI.JKFFI.JKHH A72 B95 C96 D83 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC...DDL..AA.LI.EEELI.JKFFI.JKHH A73 B96 C96 D83 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC...DDLAA...LI.EEELI.JKFFI.JKHH A73 B96 C96 D83 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCCDD...L.AA..LI.EEELI.JKFFI.JKHH A74 B96 C96 D80 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC.DD..L.AA..LI.EEELI.JKFFI.JKHH A74 B96 C96 D81 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC..DD.L.AA..LI.EEELI.JKFFI.JKHH A74 B96 C96 D82 E55 H83 I47 J79 K98 L92 
5 0 5 .BBBCC...DDLIAA..LI.EEELI.JKFF..JKHH A74 B96 C96 D83 E55 H83 I48 J79 K98 L92 
5 0 5 .BBBCCI..DDLI..AALI.EEEL..JKFF..JKHH A72 B96 C96 D83 E55 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI..DDLI.AA.LI.EEEL..JKFF..JKHH A73 B96 C96 D83 E55 H83 I49 J79 K98 L92 
5 0 5 .BBBCCIDD..LIAA..LI.EEEL..JKFF..JKHH A74 B96 C96 D81 E55 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI.DD.LIAA..LI.EEEL..JKFF..JKHH A74 B96 C96 D82 E55 H83 I49 J79 K98 L92 
5 0 5 IBBBCCI..DDLIAA..L..EEEL..JKFF..JKHH A74 B96 C96 D83 E55 H83 I48 J79 K98 L92 
5 0 5 .BBBCC...DDL.AA..LIEEE.LI.JKFFI.JKHH A74 B96 C96 D83 E56 H83 I47 J79 K98 L92 
5 0 5 .BBBCC...DDLIAA..LIEEE.LI.JKFF..JKHH A74 B96 C96 D83 E56 H83 I48 J79 K98 L92 
5 0 5 .BBBCCI..DDLI..AALIEEE.L..JKFF..JKHH A72 B96 C96 D83 E56 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI..DDLI.AA.LIEEE.L..JKFF..JKHH A73 B96 C96 D83 E56 H83 I49 J79 K98 L92 
5 0 5 .BBBCCIDD..LIAA..LIEEE.L..JKFF..JKHH A74 B96 C96 D81 E56 H83 I49 J79 K98 L92 
5 0 5 IBBBCCI..DDLIAA..L.EEE.L..JKFF..JKHH A74 B96 C96 D83 E56 H83 I48 J79 K98 L92 
5 0 5 BBB.CCIDD..LIAA..LIEEE.L..JKFF..JKHH A74 B97 C96 D83 E56 H83 I49 J79 K98 L92 
5 0 5 BBBCC.I.DD.LIAA..LIEEE.L..JKFF..JKHH A74 B97 C95 D84 E56 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI.DD.LIAA..LIEEE.L..JKFF..JKHH A74 B96 C96 D84 E56 H83 I49 J79 K98 L92 
5 0 5 BBB.CCI..DDLI..AALIEEE.L..JKFF..JKHH A76 B97 C96 D83 E56 H83 I49 J79 K98 L92 
5 0 5 BBB.CCIDD..LI..AALIEEE.L..JKFF..JKHH A76 B97 C96 D83 E56 H83 I49 J79 K98 L92 
5 0 5 BBBCC.I.DD.LI..AALIEEE.L..JKFF..JKHH A76 B97 C95 D84 E56 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI.DD.LI..AALIEEE.L..JKFF..JKHH A76 B96 C96 D84 E56 H83 I49 J79 K98 L92 
5 0 5 BBB.CC..DD.LI..AALI.EEELI.JKFF..JKHH A76 B97 C96 D84 E57 H83 I48 J79 K98 L92 
5 0 5 BBB.CCI..DDLI..AALI.EEEL..JKFF..JKHH A76 B97 C96 D83 E57 H83 I49 J79 K98 L92 
5 0 5 BBB.CCIDD..LI..AALI.EEEL..JKFF..JKHH A76 B97 C96 D83 E57 H83 I49 J79 K98 L92 
5 0 5 BBBCC.IDD..LI..AALI.EEEL..JKFF..JKHH A76 B97 C95 D83 E57 H83 I49 J79 K98 L92 
5 0 5 BBBCCLIDD..LI..AALI.EEE...JKFF..JKHH A76 B97 C95 D83 E57 H83 I49 J79 K98 L91 
5 0 5 BBBCCLIDD..LI.AA.LI.EEE...JKFF..JKHH A75 B97 C95 D83 E57 H83 I49 J79 K98 L91 
5 0 5 BBBCCLI.DD.LI..AALI.EEE...JKFF..JKHH A76 B97 C95 D82 E57 H83 I49 J79 K98 L91 
5 0 5 BBBCCLI.DD.LIAA..LI.EEE...JKFF..JKHH A74 B97 C95 D82 E57 H83 I49 J79 K98 L91 
5 0 5 BBBCC.I.DD.LI..AALI.EEEL..JKFF..JKHH A76 B97 C95 D84 E57 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI.DD.LI..AALI.EEEL..JKFF..JKHH A76 B96 C96 D84 E57 H83 I49 J79 K98 L92 
5 0 5 BBB.CCI.DD.LIAA..LI.EEEL..JKFF..JKHH A76 B97 C96 D84 E57 H83 I49 J79 K98 L92 
5 0 5 BBB.CCIDD..LI.AA.LI.EEEL..JKFF..JKHH A77 B97 C96 D83 E57 H83 I49 J79 K98 L92 
5 0 5 .BBBCCI.DD.LI.AA.LI.EEEL..JKFF..JKHH A77 B96 C96 D84 E57 H83 I49 J79 K98 L92 
5 0 5 BBB.CC..DD.L...AALI.EEELI.JKFFI.JKHH A76 B97 C96 D84 E57 H83 I51 J79 K98 L92 
5 0 5 BBB.CC..DD.LAA...LI.EEELI.JKFFI.JKHH A75 B97 C96 D84 E57 H83 I51 J79 K98 L92 
5 0 5 BBB.CC..DD.L.AA..LI.EEELI.JKFFI.JKHH A76 B97 C96 D84 E57 H83 I51 J79 K98 L92 
5 0 5 BBB.CC...DDL..AA.LI.EEELI.JKFFI.JKHH A77 B97 C96 D83 E57 H83 I51 J79 K98 L92 
5 0 5 BBB.CCDD...L..AA.LI.EEELI.JKFFI.JKHH A77 B97 C96 D82 E57 H83 I51 J79 K98 L92 
5 0 5 .BBBCC..DD.L..AA.LI.EEELI.JKFFI.JKHH A77 B96 C96 D84 E57 H83 I51 J79 K98 L92 
5 0 5 BBB.CC..DD.L...AALIEEE.LI.JKFFI.JKHH A76 B97 C96 D84 E58 H83 I51 J79 K98 L92 
5 0 5 BBB.CC..DD.LAA...LIEEE.LI.JKFFI.JKHH A75 B97 C96 D84 E58 H83 I51 J79 K98 L92 
5 0 5 BBB.CC..DD.L.AA..LIEEE.LI.JKFFI.JKHH A76 B97 C96 D84 E58 H83 I51 J79 K98 L92 
5 0 5 BBB.CC...DDL..AA.LIEEE.LI.JKFFI.JKHH A77 B97 C96 D83 E58 H83 I51 J79 K98 L92 
5 0 5 BBB.CCDD...L..AA.LIEEE.LI.JKFFI.JKHH A77 B97 C96 D82 E58 H83 I51 J79 K98 L92 
5 0 5 .BBBCC..DD.L..AA.LIEEE.LI.JKFFI.JKHH A77 B96 C96 D84 E58 H83 I51 J79 K98 L92 
5 0 5 BBB.CC..DD.LI.AA.LI.EEELI.JKFF..JKHH A77 B97 C96 D84 E57 H83 I52 J79 K98 L92 
5 0 5 BBB.CC..DD.LI..AALIEEE.LI.JKFF..JKHH A76 B97 C96 D84 E58 H83 I52 J79 K98 L92 
5 0 5 BBB.CC..DD.LIAA..LIEEE.LI.JKFF..JKHH A76 B97 C96 D84 E58 H83 I52 J79 K98 L92 
5 0 5 BBB.CCI.DD.LI.AA.LIEEE.L..JKFF..JKHH A77 B97 C96 D84 E58 H83 I51 J79 K98 L92 
5 0 5 BBB.CC...DDLI.AA.LIEEE.LI.JKFF..JKHH A77 B97 C96 D83 E58 H83 I52 J79 K98 L92 
5 0 5 BBB.CC.DD..LI.AA.LIEEE.LI.JKFF..JKHH A77 B97 C96 D83 E58 H83 I52 J79 K98 L92 
5 0 5 .BBBCC..DD.LI.AA.LIEEE.LI.JKFF..JKHH A77 B96 C96 D84 E58 H83 I52 J79 K98 L92 
5 0 5 BBB.CCDD...LI.AA.LIEEE.LI.JKFF..JKHH A77 B97 C96 D86 E58 H83 I52 J79 K98 L92 
5 0 5 BBBCCLDD...LI..AALIEEE..I.JKFF..JKHH A76 B97 C97 D86 E58 H83 I52 J79 K98 L93 
5 0 5 BBBCCL.DD..LI..AALIEEE..I.JKFF..JKHH A76 B97 C97 D85 E58 H83 I52 J79 K98 L93 
5 0 5 BBBCCLDD...LIAA..LIEEE..I.JKFF..JKHH A76 B97 C97 D86 E58 H83 I52 J79 K98 L93 
5 0 5 BBBCCL..DD.LIAA..LIEEE..I.JKFF..JKHH A76 B97 C97 D84 E58 H83 I52 J79 K98 L93 
5 0 5 BBBCCL.DD..LI.AA.LIEEE..I.JKFF..JKHH A77 B97 C97 D85 E58 H83 I52 J79 K98 L93 
5 0 5 BBBCCL..DD.LAA...LI.EEE.I.JKFFI.JKHH A75 B97 C97 D88 E59 H83 I53 J79 K98 L93 
5 0 5 BBBCCLDD...L..AA.LI.EEE.I.JKFFI.JKHH A77 B97 C97 D86 E59 H83 I53 J79 K98 L93 
5 0 5 BBBCCL..DD.LAA...LIEEE..I.JKFFI.JKHH A75 B97 C97 D88 E60 H83 I53 J79 K98 L93 
5 0 5 BBBCCL..DD.L.AA..LIEEE..I.JKFFI.JKHH A76 B97 C97 D88 E60 H83 I53 J79 K98 L93 
5 0 5 BBBCCLDD...L..AA.LIEEE..I.JKFFI.JKHH A77 B97 C97 D86 E60 H83 I53 J79 K98 L93 
5 0 5 BBBCCL..DD.LI.AA.LIEEE..I.JKFF..JKHH A77 B97 C97 D88 E60 H83 I54 J79 K98 L93 
5 0 5 BBBCCLI.DD.LIAA..LIEEE....JKFF..JKHH A76 B97 C97 D88 E60 H83 I55 J79 K98 L93 
5 0 5 BBBCCLIDD..LIAA..LIEEE....JKFF..JKHH A76 B97 C97 D87 E60 H83 I55 J79 K98 L93 
5 0 5 BBBCCLI.DD.LI.AA.LI.EEE...JKFF..JKHH A77 B97 C97 D88 E61 H83 I55 J79 K98 L93 
5 0 5 BBBCCLI.DD.LIAA..LI..EEE..JKFF..JKHH A76 B97 C97 D88 E62 H83 I55 J79 K98 L93 
5 0 5 BBBCCLIDD..LI.AA.LI..EEE..JKFF..JKHH A77 B97 C97 D87 E62 H83 I55 J79 K98 L93 
5 0 5 BBBCCL...DDLAA...LI.JEEEI.JKFFI..KHH A75 B97 C97 D89 E62 H83 I57 J80 K98 L93 
5 0 5 BBBCCLDD...L..AA.LI.JEEEI.JKFFI..KHH A77 B97 C97 D86 E62 H83 I57 J80 K98 L93 
5 0 5 BBBCCLDD...LI.AA.LI.JEEEI.JKFF...KHH A77 B97 C97 D86 E62 H83 I56 J80 K98 L93 
5 0 5 BBBCCL.DD..LI.AA.LI.JEEEI.JKFF...KHH A77 B97 C97 D85 E62 H83 I56 J80 K98 L93 
5 0 5 BBBCCL..DD.L..AA.LI.JEEEI.JKFFI..KHH A77 B97 C97 D88 E62 H83 I57 J80 K98 L93 
5 0 5 BBBCCL...DDLAA...LI..EEEI.JKFFI.JKHH A75 B97 C97 D89 E62 H83 I57 J81 K98 L93 
5 0 5 BBBCCLDD...L..AA.LI..EEEI.JKFFI.JKHH A77 B97 C97 D86 E62 H83 I57 J81 K98 L93 
5 0 5 BBBCCL...DDLI.AA.LIEEE..I.JKFF..JKHH A77 B97 C97 D89 E60 H83 I58 J81 K98 L93 
5 0 5 BBBCCLDD...LI.AA.LI..EEEI.JKFF..JKHH A77 B97 C97 D86 E62 H83 I58 J81 K98 L93 
5 0 5 BBBCCL.DD..LI.AA.LI..EEEI.JKFF..JKHH A77 B97 C97 D87 E62 H83 I58 J81 K98 L93 
5 0 5 BBBCCLDD...LIAA..LI..EEEI.JKFF..JKHH A78 B97 C97 D86 E62 H83 I58 J81 K98 L93 
5 0 5 BBBCCL...DDLI.AA.LI.JEEEI.JKFF...KHH A77 B97 C97 D89 E62 H83 I58 J82 K98 L93 
5 0 5 BBBCCLDD...LIAA..LI.JEEEI.JKFF...KHH A78 B97 C97 D88 E62 H83 I58 J82 K98 L93 
5 0 5 BBBCCL..DD.LI.AA.LI.JEEEI.JKFF...KHH A79 B97 C97 D90 E62 H83 I58 J82 K98 L93 
5 0 5 BBBCCL...DDLI..AALI.JEEEI.JKFF...KHH A80 B97 C97 D89 E62 H83 I58 J82 K98 L93 
5 0 5 BBBCCLDD...LI..AALI.JEEEI.JKFF...KHH A80 B97 C97 D88 E62 H83 I58 J82 K98 L93 
5 0 5 BBBCCL..DD.LI..AALIEEE..I.JKFF..JKHH A80 B97 C97 D90 E60 H83 I58 J83 K98 L93 
5 0 5 BBBCCL..DD.LIAA..LI..EEEI.JKFF..JKHH A78 B97 C97 D90 E62 H83 I58 J83 K98 L93 
5 0 5 BBBCCL..DD.LI.AA.LI..EEEI.JKFF..JKHH A79 B97 C97 D90 E62 H83 I58 J83 K98 L93 
5 0 5 BBBCCLDD...LI..AALI..EEEI.JKFF..JKHH A80 B97 C97 D88 E62 H83 I58 J83 K98 L93 
5 0 5 BBBCCL.DD..LI..AALI..EEEI.JKFF..JKHH A80 B97 C97 D89 E62 H83 I58 J83 K98 L93 
5 0 5 BBBCCL..DD.LAA...LI..EEEI.JKFFI.JKHH A77 B97 C97 D90 E62 H83 I59 J83 K98 L93 
5 0 5 BBBCCL..DD.L..AA.LI..EEEI.JKFFI.JKHH A79 B97 C97 D90 E62 H83 I59 J83 K98 L93 
5 0 5 BBBCCLDD...L...AALI..EEEI.JKFFI.JKHH A80 B97 C97 D88 E62 H83 I59 J83 K98 L93 
5 0 5 BBBCCL..DD.L...AALI.JEEEI.JKFFI..KHH A80 B97 C97 D90 E62 H83 I59 J84 K98 L93 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFF...KHH A80 B97 C97 D90 E62 H83 I58 J85 K98 L93 
5 0 5 BBBCCLDD...L..JAALI.JEEEI..KFFI..KHH A80 B97 C97 D90 E62 H83 I59 J85 K98 L93 
5 0 5 BBBCCL.DD..LI.JAALI.JEEEI..KFF...KHH A80 B97 C97 D91 E62 H83 I60 J85 K98 L93 
5 0 5 BBBCCLI.DD.LI.JAALI.JEEE...KFF...KHH A80 B97 C97 D90 E62 H83 I61 J85 K98 L93 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFF...KHH A80 B97 C97 D91 E62 H83 I60 J86 K98 L93 
5 0 5 BBBCCLI.DD.LI..AALI.JEEE..JKFF...KHH A80 B97 C97 D90 E62 H83 I61 J86 K98 L93 
5 0 5 BBBCCLIDD..LI.AA.LI.JEEE..JKFF...KHH A81 B97 C97 D91 E62 H83 I61 J86 K98 L93 
5 0 5 BBBCCLI..DDLIAA..LI.JEEE..JKFF...KHH A82 B97 C97 D89 E62 H83 I61 J86 K98 L93 
5 0 5 BBBCCLI.DD.LIAA..LI.JEEE..JKFF...KHH A82 B97 C97 D90 E62 H83 I61 J86 K98 L93 
5 0 5 BBBCCL.DD..LIAA..LI.JEEEI.JKFF...KHH A82 B97 C97 D91 E62 H83 I62 J86 K98 L93 
5 0 5 BBBCCL.DD..L...AALI.JEEEI.JKFFI..KHH A80 B97 C97 D91 E62 H83 I63 J86 K98 L93 
