3 0 3 ...ICC..HI..AAHJ.KDDDJ.KFGEE.KFG.... 
2 0 2 ...ICC..HI..AAHJ..DDDJ.KFGEE.KFG...K K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFGEE.KFG...K H99 K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFG.EEKFG...K E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFG.EEKFG...K A99 E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFGEE.KFG...K A99 H99 K99 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFGEE..FG.... A99 H99 K97 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFG..EEFG.... A99 E98 H99 K97 
1 0 1 ..HICC..HI.K.AA..KDDD..KFG.JEEFG.J.. A99 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K..DDDKFG.JEEFG.J.. A99 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K.GDDDKFG.JEEF..J.. A99 D98 E98 G99 H99 J98 K97 
1 0 1 .CCI..FG.I.KFG.AAK.DDD.K..HJEE..HJ.. A57 C93 D15 E98 F35 G39 H75 I96 J70 K79 
1 0 1 .CCI...G.I.K.G.AAK.DDD.KF.HJEEF.HJ.. A57 C93 D15 E98 F32 G39 H75 I96 J70 K79 
1 0 1 .CCI...G.I.K.G.AAKDDD..KF.HJEEF.HJ.. A57 C93 D14 E98 F32 G39 H75 I96 J70 K79 
1 0 1 .CCI...G.I.K.G.AAKDDDJ.KF.HJEEF.H... A57 C93 D14 E98 F32 G39 H75 I96 J69 K79 
1 0 1 .CCI...G.I.K.GAA.KDDDJ.KF.HJEEF.H... A56 C93 D14 E98 F32 G39 H75 I96 J69 K79 
1 0 1 .CCI.K.G.I.K.GAA.KDDDJ..F.HJEEF.H... A56 C93 D14 E98 F32 G39 H75 I96 J69 K78 
1 0 1 .CCI.K.G.I.K.GAA.KDDD...F.HJEEF.HJ.. A56 C93 D14 E98 F32 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.K.GAA.K..DDD.F.HJEEF.HJ.. A56 C93 D12 E98 F32 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.KFGAA.KF.DDD...HJEE..HJ.. A56 C93 D12 E98 F30 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.KFGAA.KFDDD....HJEE..HJ.. A56 C93 D11 E98 F30 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.K.GAA.KFDDD..F.HJEE..HJ.. A56 C93 D11 E98 F29 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.K.G.AAKFDDD..F.HJEE..HJ.. A55 C93 D11 E98 F29 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.K.G.AAKF..DDDF.HJEE..HJ.. A55 C93 D9 E98 F29 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.K.GHAAKF.HDDDF..JEE...J.. A55 C93 D9 E98 F29 G39 H73 I96 J68 K78 
1 0 1 .CCI.KFG.I.KFGHAAK..HDDD...JEE...J.. A55 C93 D9 E98 F27 G39 H73 I96 J68 K78 
1 0 1 .CCI.K.G.I.KFGHAAKF.HDDD...JEE...J.. A55 C93 D9 E98 F28 G39 H73 I96 J68 K78 
1 0 1 .CCI.K.G.I.K.G.AAK...DDDF.HJEEF.HJ.. A55 C93 D9 E98 F28 G39 H75 I96 J68 K78 
1 0 1 .CCI.KFG.I.KFG.AAK...DDD..HJEE..HJ.. A55 C93 D9 E98 F27 G39 H75 I96 J68 K78 
1 0 1 .CCI.KFG.I.KFG.AAKDDD.....HJEE..HJ.. A55 C93 D6 E98 F27 G39 H75 I96 J68 K78 
1 0 1 .CCI.KFG.I.KFG.AAKDDDJ....HJEE..H... A55 C93 D6 E98 F27 G39 H75 I96 J67 K78 
1 0 1 .CCI.KFG.I.KFG.AAK..DDD...HJEE..HJ.. A55 C93 D8 E98 F27 G39 H75 I96 J68 K78 
1 0 1 .CCI.K.G.I.KFG.AAKF..DDD..HJEE..HJ.. A55 C93 D9 E98 F28 G39 H75 I96 J68 K78 
1 0 1 .CCI.K...I.K...AAKF..DDDFGHJEE.GHJ.. A55 C93 D9 E98 F29 G36 H75 I96 J68 K78 
1 0 1 .CCI.K...I.K...AAKF.HDDDFGHJEE.G.J.. A55 C93 D9 E98 F29 G36 H74 I96 J68 K78 
1 0 1 .CCI.K...I.K.G.AAKFGHDDDF.HJEE...J.. A55 C93 D9 E98 F29 G34 H74 I96 J68 K78 
1 0 1 .CCI.KF..I.KFG.AAK.GHDDD..HJEE...J.. A55 C93 D9 E98 F27 G34 H74 I96 J68 K78 
1 0 1 .CCI.K...I.K.GAA.KFGHDDDF.HJEE...J.. A54 C93 D9 E98 F29 G34 H74 I96 J68 K78 
1 0 1 .CCI.K...I.K.GAA.KFG.DDDF.HJEE..HJ.. A54 C93 D9 E98 F29 G34 H73 I96 J68 K78 
1 0 1 .CCI.K...I.K.GAA.K.G.DDDF.HJEEF.HJ.. A54 C93 D9 E98 F28 G34 H73 I96 J68 K78 
1 0 1 .CCI.K...I.K..AA.K...DDDFGHJEEFGHJ.. A54 C93 D9 E98 F28 G32 H73 I96 J68 K78 
1 0 1 .CCI.K...I.K..AA.K..HDDDFGHJEEFG.J.. A54 C93 D9 E98 F28 G32 H72 I96 J68 K78 
1 0 1 .CCI.K...I.KF.AA.KF.HDDD.GHJEE.G.J.. A54 C93 D9 E98 F26 G32 H72 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...K..HDDDFGHJEEFG.J.. A52 C93 D9 E98 F28 G32 H72 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...K.GHDDDFGHJEEF..J.. A52 C93 D9 E98 F28 G31 H72 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...K.G.DDDFGHJEEF.HJ.. A52 C93 D9 E98 F28 G31 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...KFG.DDDFGHJEE..HJ.. A52 C93 D9 E98 F27 G31 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...KFGDDD.FGHJEE..HJ.. A52 C93 D8 E98 F27 G31 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...KF.DDD.FGHJEE.GHJ.. A52 C93 D8 E98 F27 G30 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...K..DDD.FGHJEEFGHJ.. A52 C93 D8 E98 F26 G30 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...KDDD...FGHJEEFGHJ.. A52 C93 D6 E98 F26 G30 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...KDDDJ..FGHJEEFGH... A52 C93 D6 E98 F26 G30 H71 I96 J67 K78 
1 0 1 .CCI.....I.KAA...KDDDJ.KFGHJEEFGH... A52 C93 D6 E98 F26 G30 H71 I96 J67 K77 
1 0 1 .CCI.....I.K...AAKDDDJ.KFGHJEEFGH... A49 C93 D6 E98 F26 G30 H71 I96 J67 K77 
1 0 1 .CCI.....I.K...AAKDDD..KFGHJEEFGHJ.. A49 C93 D6 E98 F26 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K.AA..KDDD..KFGHJEEFGHJ.. A47 C93 D6 E98 F26 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K.AA..K..DDDKFGHJEEFGHJ.. A47 C93 D4 E98 F26 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K.AA..K.GDDDKFGHJEEF.HJ.. A47 C93 D4 E98 F26 G29 H71 I96 J66 K77 
1 0 1 .CCI.....I.KFAA..KFGDDDK.GHJEE..HJ.. A47 C93 D4 E98 F24 G29 H71 I96 J66 K77 
1 0 1 .CCI.....I.KF.AA.KFGDDDK.GHJEE..HJ.. A46 C93 D4 E98 F24 G29 H71 I96 J66 K77 
1 0 1 .CCI.....I.KF.AA.KF.DDDK.GHJEE.GHJ.. A46 C93 D4 E98 F24 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.KF.AA.KFDDD.K.GHJEE.GHJ.. A46 C93 D3 E98 F24 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.K.DDD.KFGHJEEFGHJ.. A46 C93 D3 E98 F22 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.KAA...K.DDD.KFGHJEEFGHJ.. A44 C93 D3 E98 F22 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.KAA...KFDDD.KFGHJEE.GHJ.. A44 C93 D3 E98 F21 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.K.AA..KFDDD.KFGHJEE.GHJ.. A43 C93 D3 E98 F21 G28 H71 I96 J66 K77 
1 0 1 .CCI.K...I.K.AA..KFDDD..FGHJEE.GHJ.. A43 C93 D3 E98 F21 G28 H71 I96 J66 K76 
1 0 1 .CCI.K...I.K.AA..K.DDD..FGHJEEFGHJ.. A43 C93 D3 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K.DDD..FGHJEEFGHJ.. A43 C92 D3 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.KF..I.KFAA..K.DDD...GHJEE.GHJ.. A43 C92 D3 E98 F17 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KFAA..KFDDD...GHJEE.GHJ.. A43 C92 D3 E98 F18 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KFAA..KF.DDD..GHJEE.GHJ.. A43 C92 D2 E98 F18 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KFAA..KFGDDD..GHJEE..HJ.. A43 C92 D2 E98 F18 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K.GDDD.FGHJEEF.HJ.. A43 C92 D2 E98 F16 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K.G.DDDFGHJEEF.HJ.. A43 C92 D1 E98 F16 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K.GHDDDFGHJEEF..J.. A43 C92 D1 E98 F16 G27 H70 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K..HDDDFGHJEEFG.J.. A43 C92 D1 E98 F16 G26 H70 I96 J66 K76 
1 0 1 CC.I.K...I.KFAA..KF.HDDD.GHJEE.G.J.. A43 C92 D1 E98 F14 G26 H70 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KF.HDDDFGHJEE.G.J.. A43 C92 D1 E98 F15 G26 H70 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KF..DDDFGHJEE.GHJ.. A43 C92 D1 E98 F15 G26 H69 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KF..DDDFGHJEE.GHJ.. A42 C92 D1 E98 F15 G26 H69 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KFG.DDDFGHJEE..HJ.. A42 C92 D1 E98 F15 G25 H69 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KFGHDDDFGHJEE...J.. A42 C92 D1 E98 F15 G25 H68 I96 J66 K76 
1 0 1 CC.I.K...I.KF.AA.KFGHDDD.GHJEE...J.. A42 C92 D1 E98 F14 G25 H68 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KFGDDD.FGHJEE..HJ.. A42 C92 D0 E98 F15 G25 H69 I96 J66 K76 
1 0 1 CC.I.K.G.I.K.GAA.KF.DDD.F.HJEE..HJ.. A42 C92 D0 E98 F15 G23 H69 I96 J66 K76 
1 0 1 CC.I...G.I.K.GAA.KF.DDDKF.HJEE..HJ.. A42 C92 D0 E98 F15 G23 H69 I96 J66 K75 
1 0 1 CC.I...G.I.K.GAA.K..DDDKF.HJEEF.HJ.. A42 C92 D0 E98 F14 G23 H69 I96 J66 K75 
1 0 1 CC.I.....I.K..AA.K..DDDKFGHJEEFGHJ.. A42 C92 D0 E98 F14 G20 H69 I96 J66 K75 
1 0 1 CC.I.....I.K...AAK..DDDKFGHJEEFGHJ.. A41 C92 D0 E98 F14 G20 H69 I96 J66 K75 
1 0 1 CC.I.....I.K.G.AAK.GDDDKF.HJEEF.HJ.. A41 C92 D0 E98 F14 G18 H69 I96 J66 K75 
1 0 1 CC.I.....I.KFG.AAKFGDDDK..HJEE..HJ.. A41 C92 D0 E98 F12 G18 H69 I96 J66 K75 
1 0 1 CC.I.....I.KFGAA.KFGDDDK..HJEE..HJ.. A40 C92 D0 E98 F12 G18 H69 I96 J66 K75 
1 0 1 CC.I.K...I.KFGAA.KFGDDD...HJEE..HJ.. A40 C92 D0 E98 F12 G18 H69 I96 J66 K74 
1 0 1 CC.I.K...I.K.GAA.K.GDDD.F.HJEEF.HJ.. A40 C92 D0 E98 F10 G18 H69 I96 J66 K74 
1 0 1 CC.I.....I.K.G.AAKFGDDDKF.HJEE..HJ.. A41 C92 D0 E98 F13 G18 H69 I96 J66 K75 
1 0 1 CC.I.....I.KF..AAKF.DDDK.GHJEE.GHJ.. A41 C92 D0 E98 F12 G20 H69 I96 J66 K75 
1 0 1 CC.I.....I.K...AAKF.DDDKFGHJEE.GHJ.. A41 C92 D0 E98 F13 G20 H69 I96 J66 K75 
1 0 1 CC.I.....I.KAA...KF.DDDKFGHJEE.GHJ.. A38 C92 D0 E98 F13 G20 H69 I96 J66 K75 
1 0 1 CC.I.....I.KAA...KFGDDDKFGHJEE..HJ.. A38 C92 D0 E98 F13 G19 H69 I96 J66 K75 
1 0 1 CC.I.....I.KAA...K.GDDDKFGHJEEF.HJ.. A38 C92 D0 E98 F12 G19 H69 I96 J66 K75 
1 0 1 CC.I.....I.KAA...K..DDDKFGHJEEFGHJ.. A40 C92 D0 E98 F14 G20 H69 I96 J66 K75 
1 0 1 CC.I.K...I.K..AA.K..DDD.FGHJEEFGHJ.. A42 C92 D0 E98 F14 G20 H69 I96 J66 K74 
1 0 1 CC.I.....I.K..AA.K.GDDDKFGHJEEF.HJ.. A42 C92 D0 E98 F14 G21 H69 I96 J66 K75 
1 0 1 CC.I.....I.K.GAA.K.GDDDKF.HJEEF.HJ.. A42 C92 D0 E98 F14 G22 H69 I96 J66 K75 
1 0 1 CC.I...G.I.KFGAA.KF.DDDK..HJEE..HJ.. A42 C92 D0 E98 F14 G23 H69 I96 J66 K75 
1 0 1 CC.I.....I.K..AA.KF.DDDKFGHJEE.GHJ.. A42 C92 D0 E98 F15 G20 H69 I96 J66 K75 
1 0 1 CC.I.....I.K.GAA.KFGDDDKF.HJEE..HJ.. A42 C92 D0 E98 F15 G22 H69 I96 J66 K75 
1 0 1 CC.I.K.G.I.K.G.AAKF.DDD.F.HJEE..HJ.. A41 C92 D0 E98 F15 G23 H69 I96 J66 K76 
1 0 1 CC.I.K.G.I.K.G.AAK..DDD.F.HJEEF.HJ.. A41 C92 D0 E98 F14 G23 H69 I96 J66 K76 
1 0 1 CC.I.K.G.I.KFG.AAKF.DDD...HJEE..HJ.. A41 C92 D0 E98 F14 G23 H69 I96 J66 K76 
1 0 1 CC.I.K...I.K.GAA.KFGDDD.F.HJEE..HJ.. A42 C92 D0 E98 F15 G24 H69 I96 J66 K76 
1 0 1 CC.I.....I.K..AA.KFGDDDKFGHJEE..HJ.. A42 C92 D0 E98 F15 G25 H69 I96 J66 K75 
1 0 1 CC.I.K...I.K...AAKFGDDD.FGHJEE..HJ.. A41 C92 D0 E98 F15 G25 H69 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KFDDD..FGHJEE.GHJ.. A42 C92 D-1 E98 F15 G26 H69 I96 J66 K76 
1 0 1 CC.I.....I.K..AA.KFDDD.KFGHJEE.GHJ.. A42 C92 D-1 E98 F15 G26 H69 I96 J66 K75 
1 0 1 CC.I..F..I.KF.AA.K.DDD.K.GHJEE.GHJ.. A42 C92 D-1 E98 F13 G26 H69 I96 J66 K75 
1 0 1 CC.I.....I.K...AAKFDDD.KFGHJEE.GHJ.. A41 C92 D-1 E98 F15 G26 H69 I96 J66 K75 
1 0 1 CC.I.....I.K...AAK.DDD.KFGHJEEFGHJ.. A41 C92 D-1 E98 F14 G26 H69 I96 J66 K75 
1 0 1 CC.I.....I.KF..AAKFDDD.K.GHJEE.GHJ.. A41 C92 D-1 E98 F14 G26 H69 I96 J66 K75 
1 0 1 CC.I.K...I.K...AAKFDDD..FGHJEE.GHJ.. A41 C92 D-1 E98 F15 G26 H69 I96 J66 K76 
1 0 1 CC.I.K...I.KAA...KFDDD..FGHJEE.GHJ.. A40 C92 D-1 E98 F15 G26 H69 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KF.DDD.FGHJEE.GHJ.. A42 C92 D0 E98 F15 G26 H69 I96 J66 K76 
1 0 1 CC.I.K...I.KFAA..KFGHDDD.GHJEE...J.. A43 C92 D1 E98 F14 G27 H70 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KFGHDDDFGHJEE...J.. A43 C92 D1 E98 F15 G27 H70 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.K.GHDDDFGHJEEF..J.. A42 C92 D1 E98 F16 G27 H70 I96 J66 K76 
1 0 1 CC.I.KF..I.KFAA..K.G.DDD.GHJEE..HJ.. A43 C92 D1 E98 F13 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KFG.DDDFGHJEE..HJ.. A43 C92 D1 E98 F15 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.K.G.DDDFGHJEEF.HJ.. A42 C92 D1 E98 F16 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K...AAK.GDDD.FGHJEEF.HJ.. A41 C92 D2 E98 F16 G27 H71 I96 J66 K76 
1 0 1 .CCI.K...I.K...AAK.GDDD.FGHJEEF.HJ.. A41 C91 D2 E98 F16 G27 H71 I96 J66 K76 
1 0 1 .CCI.K...I.KF..AAKFGDDD..GHJEE..HJ.. A41 C91 D2 E98 F14 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.K.GDDD.FGHJEEF.HJ.. A42 C92 D2 E98 F16 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KAA...K.GDDD.FGHJEEF.HJ.. A42 C92 D2 E98 F16 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KFGDDD.FGHJEE..HJ.. A43 C92 D2 E98 F17 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KF.AA.KFGDDD..GHJEE..HJ.. A42 C92 D2 E98 F18 G27 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KF.DDD.FGHJEE.GHJ.. A43 C92 D2 E98 F17 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KF.AA.KF.DDD..GHJEE.GHJ.. A42 C92 D2 E98 F18 G28 H71 I96 J66 K76 
1 0 1 .CCI.K...I.KFAA..KF.DDD..GHJEE.GHJ.. A43 C91 D2 E98 F18 G28 H71 I96 J66 K76 
1 0 1 CC.I.....I.KFAA..KFDDD.K.GHJEE.GHJ.. A43 C92 D3 E98 F18 G28 H71 I96 J66 K75 
1 0 1 CC.I.K...I.KF.AA.KFDDD...GHJEE.GHJ.. A42 C92 D3 E98 F18 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K...DDDFGHJEEFGHJ.. A43 C92 D1 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KAA...K...DDDFGHJEEFGHJ.. A42 C92 D1 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..K..DDD.FGHJEEFGHJ.. A43 C92 D2 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KDDD...FGHJEEFGHJ.. A43 C92 D2 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KDDDJ..FGHJEEFGH... A43 C92 D2 E98 F20 G28 H71 I96 J65 K76 
1 0 1 CC.I.....I.K.AA..KDDDJ.KFGHJEEFGH... A43 C92 D2 E98 F20 G28 H71 I96 J65 K75 
1 0 1 CC.I.....I.K..AA.KDDDJ.KFGHJEEFGH... A42 C92 D2 E98 F20 G28 H71 I96 J65 K75 
1 0 1 CC.I.....I.K..AA.KDDD..KFGHJEEFGHJ.. A42 C92 D2 E98 F20 G28 H71 I96 J64 K75 
1 0 1 CC.I.....I.KAA...KDDD..KFGHJEEFGHJ.. A40 C92 D2 E98 F20 G28 H71 I96 J64 K75 
1 0 1 CC.I.K...I.K...AAKDDDJ..FGHJEEFGH... A41 C92 D2 E98 F20 G28 H71 I96 J65 K76 
1 0 1 CC.I.K...I.K..AA.KDDDJ..FGHJEEFGH... A42 C92 D2 E98 F20 G28 H71 I96 J65 K76 
1 0 1 CC.I.K...I.K...AAKDDD...FGHJEEFGHJ.. A41 C92 D2 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.KDDD...FGHJEEFGHJ.. A42 C92 D2 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.....I.K.AA..K.DDD.KFGHJEEFGHJ.. A43 C92 D3 E98 F20 G28 H71 I96 J66 K75 
1 0 1 CC.I.K...I.K...AAK.DDD..FGHJEEFGHJ.. A41 C92 D3 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K..AA.K.DDD..FGHJEEFGHJ.. A42 C92 D3 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.KAA...K.DDD..FGHJEEFGHJ.. A42 C92 D3 E98 F20 G28 H71 I96 J66 K76 
1 0 1 FCCI.KF..I.K.AA..K.DDD...GHJEE.GHJ.. A43 C93 D3 E98 F18 G28 H71 I96 J66 K76 
1 0 1 .CCI.K...I.KFAA..KFDDD...GHJEE.GHJ.. A43 C93 D3 E98 F20 G28 H71 I96 J66 K76 
1 0 1 CC.I.K...I.K.AA..KFDDD..FGHJEE.GHJ.. A43 C92 D3 E98 F21 G28 H71 I96 J66 K76 
1 0 1 CC.I.....I.K.AA..KFDDD.KFGHJEE.GHJ.. A43 C92 D3 E98 F21 G28 H71 I96 J66 K77 
1 0 1 CC.I.....I.KAA...KFDDD.KFGHJEE.GHJ.. A44 C92 D3 E98 F21 G28 H71 I96 J66 K77 
1 0 1 CC.I.....I.KAA...K.DDD.KFGHJEEFGHJ.. A44 C92 D3 E98 F22 G28 H71 I96 J66 K77 
1 0 1 CC.I.....I.K..AA.K.DDD.KFGHJEEFGHJ.. A46 C92 D3 E98 F22 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.KFDDD.KFGHJEE.GHJ.. A46 C93 D3 E98 F23 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.KFAA..KFDDD.K.GHJEE.GHJ.. A45 C93 D3 E98 F24 G28 H71 I96 J66 K77 
1 0 1 CC.I.....I.KF.AA.KFDDD.K.GHJEE.GHJ.. A46 C92 D3 E98 F24 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.KF.DDDKFGHJEE.GHJ.. A46 C93 D4 E98 F23 G28 H71 I96 J66 K77 
1 0 1 CC.I.....I.KF.AA.KF.DDDK.GHJEE.GHJ.. A46 C92 D4 E98 F24 G28 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.KFGDDDKFGHJEE..HJ.. A46 C93 D4 E98 F23 G29 H71 I96 J66 K77 
1 0 1 CC.I.....I.KF.AA.KFGDDDK.GHJEE..HJ.. A46 C92 D4 E98 F24 G29 H71 I96 J66 K77 
1 0 1 .CCI.K...I.KFAA..KFGDDD..GHJEE..HJ.. A47 C93 D4 E98 F24 G29 H71 I96 J66 K76 
1 0 1 .CCI.K...I.KFAA..KFG.DDD.GHJEE..HJ.. A47 C93 D3 E98 F24 G29 H71 I96 J66 K76 
1 0 1 FCCI.KF..I.K.AA..K.G.DDD.GHJEE..HJ.. A47 C93 D3 E98 F22 G29 H71 I96 J66 K76 
1 0 1 FCCI.KF..I.KAA...K.G.DDD.GHJEE..HJ.. A46 C93 D3 E98 F22 G29 H71 I96 J66 K76 
1 0 1 FCCI.KF..I.KAA...K.GHDDD.GHJEE...J.. A46 C93 D3 E98 F22 G29 H70 I96 J66 K76 
1 0 1 FCCI.KF..I.KAA...K..HDDD.GHJEE.G.J.. A46 C93 D3 E98 F22 G28 H70 I96 J66 K76 
1 0 1 FCCI.KF..I.KAA...K...DDD.GHJEE.GHJ.. A46 C93 D3 E98 F22 G28 H71 I96 J66 K76 
1 0 1 FCCI.KF..I.K.AA..K.GDDD..GHJEE..HJ.. A47 C93 D4 E98 F22 G29 H71 I96 J66 K76 
1 0 1 .CCI.....I.K.AA..KFGDDDKFGHJEE..HJ.. A47 C93 D4 E98 F25 G29 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.K.GDDDKFGHJEEF.HJ.. A46 C93 D4 E98 F26 G29 H71 I96 J66 K77 
1 0 1 .CCI.....I.KAA...K.GDDDKFGHJEEF.HJ.. A46 C93 D4 E98 F26 G29 H71 I96 J66 K77 
1 0 1 .CCI.K...I.K.AA..K.GDDD.FGHJEEF.HJ.. A47 C93 D4 E98 F26 G29 H71 I96 J66 K76 
1 0 1 .CCI.....I.KFAA..KF.DDDK.GHJEE.GHJ.. A47 C93 D4 E98 F24 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K.AA..KF.DDDKFGHJEE.GHJ.. A47 C93 D4 E98 F25 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.K..DDDKFGHJEEFGHJ.. A46 C93 D4 E98 F26 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K.AA..K.DDD.KFGHJEEFGHJ.. A47 C93 D5 E98 F26 G30 H71 I96 J66 K77 
1 0 1 CC.I.....I.K.AA..KDDD..KFGHJEEFGHJ.. A47 C92 D6 E98 F26 G30 H71 I96 J66 K77 
1 0 1 .CCI.....I.K..AA.KDDD..KFGHJEEFGHJ.. A48 C93 D6 E98 F26 G30 H71 I96 J66 K77 
1 0 1 CC.I.....I.K...AAKDDD..KFGHJEEFGHJ.. A49 C92 D6 E98 F26 G30 H71 I96 J66 K77 
1 0 1 CC.I.....I.K...AAKDDDJ.KFGHJEEFGH... A49 C92 D6 E98 F26 G30 H71 I96 J67 K77 
1 0 1 .CCI.....I.K..AA.KDDDJ.KFGHJEEFGH... A50 C93 D6 E98 F26 G30 H71 I96 J67 K77 
1 0 1 .CCI.....I.K.AA..KDDDJ.KFGHJEEFGH... A51 C93 D6 E98 F26 G30 H71 I96 J67 K77 
1 0 1 CC.I.....I.KAA...KDDDJ.KFGHJEEFGH... A52 C92 D6 E98 F26 G30 H71 I96 J67 K77 
1 0 1 .CCI.K...I.K...AAKDDDJ..FGHJEEFGH... A49 C93 D6 E98 F26 G30 H71 I96 J67 K78 
1 0 1 .CCI.K...I.K..AA.KDDDJ..FGHJEEFGH... A50 C93 D6 E98 F26 G30 H71 I96 J67 K78 
1 0 1 .CCI.K...I.K.AA..KDDDJ..FGHJEEFGH... A51 C93 D6 E98 F26 G30 H71 I96 J67 K78 
1 0 1 CC.I.K...I.KAA...KDDDJ..FGHJEEFGH... A52 C92 D6 E98 F26 G30 H71 I96 J67 K78 
1 0 1 .CCI.....I.KAA...KDDD..KFGHJEEFGHJ.. A52 C93 D6 E98 F26 G30 H71 I96 J68 K77 
1 0 1 .CCI.K...I.K...AAKDDD...FGHJEEFGHJ.. A49 C93 D6 E98 F26 G30 H71 I96 J68 K78 
1 0 1 .CCI.K...I.K.AA..KDDD...FGHJEEFGHJ.. A51 C93 D6 E98 F26 G30 H71 I96 J68 K78 
1 0 1 CC.I.K...I.KAA...KDDD...FGHJEEFGHJ.. A52 C92 D6 E98 F26 G30 H71 I96 J68 K78 
1 0 1 .CCI.K...I.KAA...K.DDD..FGHJEEFGHJ.. A52 C93 D7 E98 F26 G30 H71 I96 J68 K78 
