15 0 15 F..BBBF..H.KAA.HJKCCCIJK..GIDDEEG... 
15 0 15 F..BBBF..H.KAA.HJKCCC.JK..GIDDEEGI.. I99 
15 0 15 F..BBBF..H.KAA.HJK.CCCJK..GIDDEEGI.. C99 I99 
15 0 15 F..BBBF..HJKAA.HJK.CCC.K..GIDDEEGI.. C99 I99 J99 
15 0 15 F..BBBF..HJKAA.HJK..CCCK..GIDDEEGI.. C98 I99 J99 
15 0 15 F..BBBF..HJK.AAHJK..CCCK..GIDDEEGI.. A99 C98 I99 J99 
15 0 15 F..BBBF..HJK.AAHJKCCC..K..GIDDEEGI.. A99 C96 I99 J99 
15 0 15 F..BBBF..HJK.AAHJKCCCI.K..GIDDEEG... A99 C96 I98 J99 
15 0 15 ...BBBF..HJKFAAHJKCCCI.K..GIDDEEG... A99 C96 F99 I98 J99 
15 0 15 ...BBBF..H.KFAAHJKCCCIJK..GIDDEEG... A99 C96 F99 I98 J98 
15 0 15 ...BBBF..H.KFAAHJKCCC.JK..GIDDEEGI.. A99 C96 F99 I97 J98 
15 0 15 ...BBBF..H.KFAAHJK.CCCJK..GIDDEEGI.. A99 C95 F99 I97 J98 
15 0 15 ...BBBF..HJKFAAHJK.CCC.K..GIDDEEGI.. A99 C95 F99 I97 J97 
15 0 15 ...BBB...HJK.AAHJKFCCC.KF.GIDDEEGI.. A99 C95 F97 I97 J97 
15 0 15 ...BBB...HJKAA.HJKFCCC.KF.GIDDEEGI.. A98 C95 F97 I97 J97 
15 0 15 ...BBB...HJKAA.HJKF.CCCKF.GIDDEEGI.. A98 C94 F97 I97 J97 
15 0 15 BBB......HJKAA.HJKF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 I97 J97 
10 0 10 BBB.J....HJKAA.H.KF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 I97 J96 
5 0 5 BBBHJ....HJKAA...KF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 H99 I97 J96 
5 0 5 BBBHJ....HJKAA...KFCCC.KF.GIDDEEGI.. A98 B97 C93 F97 H99 I97 J96 
5 0 5 BBBHJ....HJK...AAKFCCC.KF.GIDDEEGI.. A95 B97 C93 F97 H99 I97 J96 
5 0 5 BBBHJ.F..HJKF..AAK.CCC.K..GIDDEEGI.. A95 B97 C93 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKF..AAK..CCCK..GIDDEEGI.. A95 B97 C92 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..K..CCCK..GIDDEEGI.. A93 B97 C92 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..KCCC..K..GIDDEEGI.. A93 B97 C90 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..KCCCI.K..GIDDEEG... A93 B97 C90 F95 H99 I96 J96 
5 0 5 BBBHJ.F..HJKF..AAKCCCI.K..GIDDEEG... A91 B97 C90 F95 H99 I96 J96 
5 0 5 BBBHJKF..HJKF..AAKCCCI....GIDDEEG... A91 B97 C90 F95 H99 I96 J96 K99 
5 0 5 BBBHJKF..HJKF..AAKCCC.....GIDDEEGI.. A91 B97 C90 F95 H99 I95 J96 K99 
5 0 5 BBBHJKF..HJKF..AAK...CCC..GIDDEEGI.. A91 B97 C87 F95 H99 I95 J96 K99 
5 0 5 BBBHJKF.GHJKF.GAAK...CCC...IDDEE.I.. A91 B97 C87 F95 G97 H99 I95 J96 K99 
10 0 10 BBBH.....H.KAA..JK.CCCJKF.GIDDF.GIEE A84 B97 C75 E94 F92 G94 H99 I91 J94 K98 
10 0 10 BBBH.....HJKAA..JK.CCC.KF.GIDDF.GIEE A84 B97 C75 E94 F92 G94 H99 I91 J95 K98 
10 0 10 BBB.J....HJKAA.H.K.CCC.KF.GIDDF.GIEE A84 B97 C75 E94 F92 G94 H98 I91 J96 K98 
10 0 10 BBBH.....H.K..AAJKCCC.JKF.GIDDF.GIEE A86 B97 C74 E94 F92 G94 H99 I91 J94 K98 
10 0 10 BBBH.....HJK..AAJKCCC..KF.GIDDF.GIEE A86 B97 C74 E94 F92 G94 H99 I91 J95 K98 
10 0 10 BBBH.K...HJK..AAJK..CCC.F.GIDDF.GIEE A86 B97 C74 E94 F92 G94 H99 I91 J95 K97 
10 0 10 BBBH.....HJKAA..JK..CCCKF.GIDDF.GIEE A84 B97 C74 E94 F92 G94 H99 I91 J95 K98 
10 0 10 BBB.J....HJKAA.H.K..CCCKF.GIDDF.GIEE A84 B97 C74 E94 F92 G94 H98 I91 J96 K98 
10 0 10 BBBH.....HJK..AAJKF.CCCKF.GIDD..GIEE A86 B97 C74 E94 F91 G94 H99 I91 J95 K98 
10 0 10 BBBH.KF..HJKF.AAJK..CCC...GIDD..GIEE A86 B97 C74 E94 F89 G94 H99 I91 J95 K97 
10 0 10 BBBH.K...HJKFAA.JKF.CCC...GIDD..GIEE A85 B97 C74 E94 F90 G94 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKFAAH.KF.CCC...GIDD..GIEE A85 B97 C74 E94 F90 G94 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK..AAJKF.CCC.F.GIDD..GIEE A86 B97 C74 E94 F89 G94 H99 I91 J95 K97 
10 0 10 BBBH.K...H.KF.AAJKFCCCJ...GIDD..GIEE A86 B97 C73 E94 F90 G94 H99 I91 J94 K97 
10 0 10 BBBH.K...HJKF.AAJKFCCC....GIDD..GIEE A86 B97 C73 E94 F90 G94 H99 I91 J95 K97 
10 0 10 BBBH.K...HJKFAA.JKF..CCC..GIDD..GIEE A85 B97 C73 E94 F90 G94 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKFAAH.KF..CCC..GIDD..GIEE A85 B97 C73 E94 F90 G94 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK..AAJKF..CCCF.GIDD..GIEE A86 B97 C73 E94 F89 G94 H99 I91 J95 K97 
10 0 10 BBBH.K...HJK..AAJK...CCCF.GIDDF.GIEE A86 B97 C73 E94 F88 G94 H99 I91 J95 K97 
10 0 10 BBBH.KF..HJKF.AAJK..GCCC..GIDD...IEE A86 B97 C73 E94 F89 G93 H99 I91 J95 K97 
10 0 10 BBBH.K...HJKFAA.JKF.GCCC..GIDD...IEE A85 B97 C73 E94 F90 G93 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKFAAH.KF.GCCC..GIDD...IEE A85 B97 C73 E94 F90 G93 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK..AAJKF.GCCCF.GIDD...IEE A86 B97 C73 E94 F89 G93 H99 I91 J95 K97 
10 0 10 BBBH.K...HJK.AA.JK..GCCCF.GIDDF..IEE A85 B97 C73 E94 F88 G93 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.K..GCCCF.GIDDF..IEE A85 B97 C73 E94 F88 G93 H98 I91 J96 K97 
10 0 10 BBBH.K...HJKAA..JK..GCCCF.GIDDF..IEE A84 B97 C73 E94 F88 G93 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.K..GCCCF.GIDDF..IEE A84 B97 C73 E94 F88 G93 H98 I91 J96 K97 
10 0 10 BBBH.KF..HJKFAA.JK..GCCC..GIDD...IEE A83 B97 C73 E94 F85 G93 H99 I91 J95 K97 
10 0 10 BBB.JKF..HJKFAAH.K..GCCC..GIDD...IEE A83 B97 C73 E94 F85 G93 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK.AA.JKF.GCCCF.GIDD...IEE A83 B97 C73 E94 F87 G93 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.KF.GCCCF.GIDD...IEE A83 B97 C73 E94 F87 G93 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK.AA.JKF..CCCF.GIDD..GIEE A81 B97 C73 E94 F87 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.KF..CCCF.GIDD..GIEE A81 B97 C73 E94 F87 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...HJKAA..JKF.CCC.F.GIDD..GIEE A82 B97 C72 E94 F87 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.KF.CCC.F.GIDD..GIEE A82 B97 C72 E94 F87 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...H.KAA..JKFCCCJ.F.GIDD..GIEE A82 B97 C71 E94 F87 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJKAA..JKFCCC..F.GIDD..GIEE A82 B97 C71 E94 F87 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.KFCCC..F.GIDD..GIEE A82 B97 C71 E94 F87 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK.AA.JK...CCCF.GIDDF.GIEE A81 B97 C73 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.K...CCCF.GIDDF.GIEE A81 B97 C73 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...HJKAA..JK..CCC.F.GIDDF.GIEE A82 B97 C72 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.K..CCC.F.GIDDF.GIEE A82 B97 C72 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...H.KAA..JK.CCCJ.F.GIDDF.GIEE A82 B97 C71 E94 F86 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJKAA..JK.CCC..F.GIDDF.GIEE A82 B97 C71 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.K.CCC..F.GIDDF.GIEE A82 B97 C71 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...H.K.AA.JKCCC.J.F.GIDDF.GIEE A81 B97 C70 E94 F86 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJK.AA.JKCCC...F.GIDDF.GIEE A81 B97 C70 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK....JK.AAH.KCCCH..F.GIDDF.GIEE A81 B97 C70 E94 F86 G92 H97 I91 J96 K97 
10 0 10 BBB.JK...HJK.AAH.KCCC...F.GIDDF.GIEE A81 B97 C70 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...H.K..AAJKCCC.J.F.GIDDF.GIEE A80 B97 C70 E94 F86 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJK..AAJKCCC...F.GIDDF.GIEE A80 B97 C70 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBBH.K...HJK.AA.JK..CCC.F.GIDDF.GIEE A77 B97 C68 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.K..CCC.F.GIDDF.GIEE A77 B97 C68 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK.AA.JKF.CCC.F.GIDD..GIEE A77 B97 C68 E94 F85 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.KF.CCC.F.GIDD..GIEE A77 B97 C68 E94 F85 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...H.K..AAJKFCCCJ.F.GIDD..GIEE A78 B97 C67 E94 F85 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJK..AAJKFCCC..F.GIDD..GIEE A78 B97 C67 E94 F85 G92 H99 I91 J95 K97 
10 0 10 BBBH.K...H.K.AA.JKFCCCJ.F.GIDD..GIEE A77 B97 C67 E94 F85 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJK.AA.JKFCCC..F.GIDD..GIEE A77 B97 C67 E94 F85 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.KFCCC..F.GIDD..GIEE A77 B97 C67 E94 F85 G92 H98 I91 J96 K97 
10 0 10 BBBH.KF..H.KFAA.JK.CCCJ...GIDD..GIEE A77 B97 C67 E94 F83 G92 H99 I91 J94 K97 
10 0 10 BBBH.KF..HJKFAA.JK.CCC....GIDD..GIEE A77 B97 C67 E94 F83 G92 H99 I91 J95 K97 
10 0 10 BBB.JKF..HJKFAAH.K.CCC....GIDD..GIEE A77 B97 C67 E94 F83 G92 H98 I91 J96 K97 
10 0 10 BBBH.....HJKAA..JKF.CCCKF.GIDD..GIEE A76 B97 C66 E94 F83 G92 H99 I91 J95 K96 
10 0 10 BBB.J....HJKAA.H.KF.CCCKF.GIDD..GIEE A76 B97 C66 E94 F83 G92 H98 I91 J96 K96 
10 0 10 BBBH.....H.KAA..JKFCCCJKF.GIDD..GIEE A76 B97 C67 E94 F83 G92 H99 I91 J94 K96 
10 0 10 BBBH.....HJKAA..JKFCCC.KF.GIDD..GIEE A76 B97 C67 E94 F83 G92 H99 I91 J95 K96 
10 0 10 BBB.J....HJKAA.H.KFCCC.KF.GIDD..GIEE A76 B97 C67 E94 F83 G92 H98 I91 J96 K96 
10 0 10 BBBH.....H.K.AA.JKFCCCJKF.GIDD..GIEE A77 B97 C67 E94 F83 G92 H99 I91 J94 K96 
10 0 10 BBBH.....HJK.AA.JKFCCC.KF.GIDD..GIEE A77 B97 C67 E94 F83 G92 H99 I91 J95 K96 
10 0 10 BBB.J....HJK.AAH.KFCCC.KF.GIDD..GIEE A77 B97 C67 E94 F83 G92 H98 I91 J96 K96 
10 0 10 BBBH.....H.KFAA.JKFCCCJK..GIDD..GIEE A77 B97 C67 E94 F84 G92 H99 I91 J94 K96 
10 0 10 BBBH.....HJKFAA.JKFCCC.K..GIDD..GIEE A77 B97 C67 E94 F84 G92 H99 I91 J95 K96 
10 0 10 BBB.J....HJKFAAH.KFCCC.K..GIDD..GIEE A77 B97 C67 E94 F84 G92 H98 I91 J96 K96 
10 0 10 BBBH.K...H.K.AA.JK.CCCJ.F.GIDDF.GIEE A77 B97 C67 E94 F82 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJK.AA.JK.CCC..F.GIDDF.GIEE A77 B97 C67 E94 F82 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJK.AAH.K.CCC..F.GIDDF.GIEE A77 B97 C67 E94 F82 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...H.KFAA.JKFCCCJ...GIDD..GIEE A77 B97 C67 E94 F84 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJKFAA.JKFCCC....GIDD..GIEE A77 B97 C67 E94 F84 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKFAAH.KFCCC....GIDD..GIEE A77 B97 C67 E94 F84 G92 H98 I91 J96 K97 
10 0 10 BBBH.....H.KAA..JKCCC.JKF.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H99 I91 J94 K96 
10 0 10 BBBH.....HJKAA..JKCCC..KF.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H99 I91 J95 K96 
10 0 10 BBB.J.....JKAA.H.KCCCH.KF.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H97 I91 J96 K96 
10 0 10 BBB.J....HJKAA.H.KCCC..KF.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H98 I91 J96 K96 
10 0 10 BBBHJK...HJK.AAI.KCCCI..F.G.DDF.G.EE A81 B97 C70 E94 F86 G92 H99 I89 J96 K97 
10 0 10 BBBHJK...HJK.AAI.KCCCI..F.GDD.F.G.EE A81 B97 C70 D99 E94 F86 G92 H99 I89 J96 K97 
10 0 10 BBBHJK...HJK.AAI.KCCCI..F.GDD.F.GEE. A81 B97 C70 D99 E93 F86 G92 H99 I89 J96 K97 
5 0 5 BBBHJ....HJ..AAI..CCCI.KF.GDDKF.GEEK A81 B97 C70 D99 E93 F86 G92 H99 I89 J96 K94 
5 0 5 BBBHJ....HJ.AA.I..CCCI.KF.GDDKF.GEEK A80 B97 C70 D99 E93 F86 G92 H99 I89 J96 K94 
10 0 10 BBBHJ....HJKAA.I.KCCCI.KF.GDD.F.GEE. A80 B97 C70 D99 E93 F86 G92 H99 I89 J96 K92 
10 0 10 BBBHJ....HJKAA.I.KCCCI.KF.GDD.F.G.EE A80 B97 C70 D99 E92 F86 G92 H99 I89 J96 K92 
10 0 10 BBBHJ....HJ.AA.I.KCCCI.KF.GDDKF.G.EE A80 B97 C70 D99 E92 F86 G92 H99 I89 J96 K91 
10 0 10 BBBHJ....HJ.AA.I.KCCCI.KF.GDDKF.GEE. A80 B97 C70 D99 E93 F86 G92 H99 I89 J96 K93 
10 0 10 BBBH.....H..AA.IJ.CCCIJKF.GDDKF.GEEK A80 B97 C70 D99 E93 F86 G92 H99 I89 J94 K94 
10 0 10 BBBH.....HJ.AA.IJ.CCCI.KF.GDDKF.GEEK A80 B97 C70 D99 E93 F86 G92 H99 I89 J95 K94 
10 0 10 BBBH.....H...AAIJ.CCCIJKF.GDDKF.GEEK A81 B97 C70 D99 E93 F86 G92 H99 I89 J94 K94 
10 0 10 BBBH.....HJ..AAIJ.CCCI.KF.GDDKF.GEEK A81 B97 C70 D99 E93 F86 G92 H99 I89 J95 K94 
10 0 10 BBBHJ....HJ..AAI.KCCCI.KF.GDDKF.GEE. A81 B97 C70 D99 E93 F86 G92 H99 I89 J96 K95 
10 0 10 BBBHJ....HJK.AAI.KCCCI.KF.GDD.F.GEE. A81 B97 C70 D99 E93 F86 G92 H99 I89 J96 K96 
10 0 10 BBBHJK...HJKAA.I.KCCCI..F.GDD.F.GEE. A80 B97 C70 D99 E93 F86 G92 H99 I89 J96 K97 
10 0 10 BBBHJ....HJ..AAI.KCCCI.KF.GDDKF.G.EE A81 B97 C70 D99 E94 F86 G92 H99 I89 J96 K95 
10 0 10 BBBHJ....HJK.AAI.KCCCI.KF.GDD.F.G.EE A81 B97 C70 D99 E94 F86 G92 H99 I89 J96 K96 
10 0 10 BBBHJK...HJKAA.I.KCCCI..F.GDD.F.G.EE A80 B97 C70 D99 E94 F86 G92 H99 I89 J96 K97 
10 0 10 BBBH.K...H.K.AA.JKCCCIJ.F.GIDDF.G.EE A81 B97 C70 E94 F86 G92 H99 I90 J94 K97 
10 0 10 BBBH.K...HJK.AA.JKCCCI..F.GIDDF.G.EE A81 B97 C70 E94 F86 G92 H99 I90 J95 K97 
10 0 10 BBB.JK...HJK.AAH.KCCCI..F.GIDDF.G.EE A81 B97 C70 E94 F86 G92 H98 I90 J96 K97 
10 0 10 BBBH.K...H.K..AAJKCCCIJ.F.GIDDF.G.EE A80 B97 C70 E94 F86 G92 H99 I90 J94 K97 
10 0 10 BBBH.K...HJK..AAJKCCCI..F.GIDDF.G.EE A80 B97 C70 E94 F86 G92 H99 I90 J95 K97 
10 0 10 BBBHJ....HJKAA.I.KCCCI.KF.G.DDF.G.EE A82 B97 C70 E94 F86 G92 H99 I89 J96 K96 
10 0 10 BBBH.....H.KAA..JKCCCIJKF.GIDDF.G.EE A82 B97 C70 E94 F86 G92 H99 I90 J94 K96 
10 0 10 BBBH.....HJKAA..JKCCCI.KF.GIDDF.G.EE A82 B97 C70 E94 F86 G92 H99 I90 J95 K96 
10 0 10 BBB.J....HJKAA.H.KCCCI.KF.GIDDF.G.EE A82 B97 C70 E94 F86 G92 H98 I90 J96 K96 
10 0 10 BBBHJK...HJK.AAI.KCCCI..F.G.DDF.GEE. A81 B97 C70 E93 F86 G92 H99 I89 J96 K97 
10 0 10 BBBH.K...H.K.AA.JKCCCIJ.F.GIDDF.GEE. A81 B97 C70 E93 F86 G92 H99 I90 J94 K97 
10 0 10 BBBH.K...HJK.AA.JKCCCI..F.GIDDF.GEE. A81 B97 C70 E93 F86 G92 H99 I90 J95 K97 
10 0 10 BBB.JK...HJK.AAH.KCCCI..F.GIDDF.GEE. A81 B97 C70 E93 F86 G92 H98 I90 J96 K97 
10 0 10 BBBH.K...H.K..AAJKCCCIJ.F.GIDDF.GEE. A80 B97 C70 E93 F86 G92 H99 I90 J94 K97 
10 0 10 BBBH.K...HJK..AAJKCCCI..F.GIDDF.GEE. A80 B97 C70 E93 F86 G92 H99 I90 J95 K97 
10 0 10 BBBHJ....HJK.AAI.KCCCI.KF.G.DDF.GEE. A81 B97 C70 E93 F86 G92 H99 I89 J96 K96 
10 0 10 BBBH.....H.K.AA.JKCCCIJKF.GIDDF.GEE. A81 B97 C70 E93 F86 G92 H99 I90 J94 K96 
10 0 10 BBBH.....HJK.AA.JKCCCI.KF.GIDDF.GEE. A81 B97 C70 E93 F86 G92 H99 I90 J95 K96 
10 0 10 BBB.J....HJK.AAH.KCCCI.KF.GIDDF.GEE. A81 B97 C70 E93 F86 G92 H98 I90 J96 K96 
10 0 10 BBBH.....H.K..AAJKCCCIJKF.GIDDF.GEE. A80 B97 C70 E93 F86 G92 H99 I90 J94 K96 
10 0 10 BBBH.....HJK..AAJKCCCI.KF.GIDDF.GEE. A80 B97 C70 E93 F86 G92 H99 I90 J95 K96 
10 0 10 BBBH.....H.K..AAJKCCCIJKF.GIDDF.G.EE A78 B97 C70 E92 F86 G92 H99 I90 J94 K96 
10 0 10 BBBH.....HJK..AAJKCCCI.KF.GIDDF.G.EE A78 B97 C70 E92 F86 G92 H99 I90 J95 K96 
10 0 10 BBBH.....H.K.AA.JKCCCIJKF.GIDDF.G.EE A77 B97 C70 E92 F86 G92 H99 I90 J94 K96 
10 0 10 BBBH.....HJK.AA.JKCCCI.KF.GIDDF.G.EE A77 B97 C70 E92 F86 G92 H99 I90 J95 K96 
10 0 10 BBB.J....HJK.AAH.KCCCI.KF.GIDDF.G.EE A77 B97 C70 E92 F86 G92 H98 I90 J96 K96 
10 0 10 BBBHJ....HJK.AAI.KCCCI.KF.G.DDF.G.EE A77 B97 C70 E92 F86 G92 H99 I87 J96 K96 
10 0 10 BBBH.....H.K.AA.JKCCC.JKF.GIDDF.GIEE A77 B97 C70 E92 F86 G92 H99 I89 J94 K96 
10 0 10 BBBH.....HJK.AA.JKCCC..KF.GIDDF.GIEE A77 B97 C70 E92 F86 G92 H99 I89 J95 K96 
10 0 10 BBB.J.....JK.AAH.KCCCH.KF.GIDDF.GIEE A77 B97 C70 E92 F86 G92 H97 I89 J96 K96 
10 0 10 BBB.J....HJK.AAH.KCCC..KF.GIDDF.GIEE A77 B97 C70 E92 F86 G92 H98 I89 J96 K96 
10 0 10 BBBHJ....HJKAA.I.KCCCI.KF.G.DDF.GEE. A82 B97 C70 E93 F86 G92 H99 I89 J96 K96 
10 0 10 BBBH.....H.KAA..JKCCCIJKF.GIDDF.GEE. A82 B97 C70 E93 F86 G92 H99 I90 J94 K96 
10 0 10 BBBH.....HJKAA..JKCCCI.KF.GIDDF.GEE. A82 B97 C70 E93 F86 G92 H99 I90 J95 K96 
10 0 10 BBB.J....HJKAA.H.KCCCI.KF.GIDDF.GEE. A82 B97 C70 E93 F86 G92 H98 I90 J96 K96 
10 0 10 BBBHJK...HJKAA.I.KCCCI..F.G.DDF.GEE. A82 B97 C70 E93 F86 G92 H99 I89 J96 K97 
10 0 10 BBBH.K...H.KAA..JKCCCIJ.F.GIDDF.GEE. A82 B97 C70 E93 F86 G92 H99 I90 J94 K97 
10 0 10 BBBH.K...HJKAA..JKCCCI..F.GIDDF.GEE. A82 B97 C70 E93 F86 G92 H99 I90 J95 K97 
10 0 10 BBB.JK...HJKAA.H.KCCCI..F.GIDDF.GEE. A82 B97 C70 E93 F86 G92 H98 I90 J96 K97 
10 0 10 BBBH.K...H.KAA..JKCCCIJ.F.GIDDF.G.EE A82 B97 C70 E94 F86 G92 H99 I90 J94 K97 
10 0 10 BBBH.K...HJKAA..JKCCCI..F.GIDDF.G.EE A82 B97 C70 E94 F86 G92 H99 I90 J95 K97 
10 0 10 BBB.JK...HJKAA.H.KCCCI..F.GIDDF.G.EE A82 B97 C70 E94 F86 G92 H98 I90 J96 K97 
10 0 10 BBBHJK...HJKAA.I.KCCCI..F.G.DDF.G.EE A82 B97 C70 E94 F86 G92 H99 I89 J96 K97 
10 0 10 BBBH.K...H.KAA..JKCCC.J.F.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H99 I91 J94 K97 
10 0 10 BBBH.K...HJKAA..JKCCC...F.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK....JKAA.H.KCCCH..F.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H97 I91 J96 K97 
10 0 10 BBB.JK...HJKAA.H.KCCC...F.GIDDF.GIEE A82 B97 C70 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBHJK..GHJKAAG..K...CCCF..IDDF..IEE A82 B97 C73 E94 F86 G89 H99 I91 J96 K97 
10 0 10 BBBHJK...HJKAAG..K..GCCCF..IDDF..IEE A82 B97 C73 E94 F86 G90 H99 I91 J96 K97 
10 0 10 BBBH.K...HJKAA..JK...CCCF.GIDDF.GIEE A82 B97 C73 E94 F86 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.K...CCCF.GIDDF.GIEE A82 B97 C73 E94 F86 G92 H98 I91 J96 K97 
10 0 10 BBBH.K...HJKAA..JKF..CCCF.GIDD..GIEE A82 B97 C73 E94 F87 G92 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.KF..CCCF.GIDD..GIEE A82 B97 C73 E94 F87 G92 H98 I91 J96 K97 
10 0 10 BBBHJK..GHJKAAG..KF..CCCF..IDD...IEE A82 B97 C73 E94 F87 G91 H99 I91 J96 K97 
10 0 10 BBBHJK...HJKAAG..KF.GCCCF..IDD...IEE A82 B97 C73 E94 F87 G92 H99 I91 J96 K97 
10 0 10 BBBH.K...HJKAA..JKF.GCCCF.GIDD...IEE A82 B97 C73 E94 F87 G93 H99 I91 J95 K97 
10 0 10 BBB.JK...HJKAA.H.KF.GCCCF.GIDD...IEE A82 B97 C73 E94 F87 G93 H98 I91 J96 K97 
10 0 10 BBBH.K...HJK..AAJK..GCCCF.GIDDF..IEE A86 B97 C73 E94 F88 G93 H99 I91 J95 K97 
10 0 10 BBBH.K...HJKF.AAJKF.GCCC..GIDD...IEE A86 B97 C73 E94 F90 G93 H99 I91 J95 K97 
10 0 10 BBBH.K...HJKF.AAJKF..CCC..GIDD..GIEE A86 B97 C73 E94 F90 G94 H99 I91 J95 K97 
10 0 10 BBBH.K...HJKF.AAJKF.CCC...GIDD..GIEE A86 B97 C74 E94 F90 G94 H99 I91 J95 K97 
10 0 10 BBBH.....HJKF.AAJKF.CCCK..GIDD..GIEE A86 B97 C74 E94 F90 G94 H99 I91 J95 K98 
10 0 10 BBBH.....HJK..AAJK..CCCKF.GIDDF.GIEE A86 B97 C74 E94 F92 G94 H99 I91 J95 K98 
10 0 10 BBBH.....H.K..AAJK.CCCJKF.GIDDF.GIEE A86 B97 C75 E94 F92 G94 H99 I91 J94 K98 
10 0 10 BBBH.....HJK..AAJK.CCC.KF.GIDDF.GIEE A86 B97 C75 E94 F92 G94 H99 I91 J95 K98 
10 0 10 BBBH..F..H.KF.AAJK.CCCJK..GIDD..GIEE A86 B97 C75 E94 F95 G94 H99 I91 J94 K98 
10 0 10 BBBH..F..HJKF.AAJK.CCC.K..GIDD..GIEE A86 B97 C75 E94 F95 G94 H99 I91 J95 K98 
10 0 10 BBBH..F..HJKFAA.JK..CCCK..GIDD..GIEE A89 B97 C76 E94 F95 G94 H99 I91 J95 K98 
10 0 10 BBB.J.F..HJKFAAH.K..CCCK..GIDD..GIEE A89 B97 C76 E94 F95 G94 H98 I91 J96 K98 
10 0 10 BBBH..F..H.KFAA.JKCCC.JK..GIDD..GIEE A89 B97 C78 E94 F95 G94 H99 I91 J94 K98 
10 0 10 BBBH..F..HJKFAA.JKCCC..K..GIDD..GIEE A89 B97 C78 E94 F95 G94 H99 I91 J95 K98 
10 0 10 BBB.J.F...JKFAAH.KCCCH.K..GIDD..GIEE A89 B97 C78 E94 F95 G94 H97 I91 J96 K98 
10 0 10 BBB.J.F..HJKFAAH.KCCC..K..GIDD..GIEE A89 B97 C78 E94 F95 G94 H98 I91 J96 K98 
