10 0 10 HIBBCCHI.DD.HAAKL.FFFKL...J.LM..JGGM 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKL...JKLM..JGGM K99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..JGG. K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..J.GG G99 K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFF.LM..JKLM..JKGG G99 K98 M99 
5 0 5 HIBBCCHI.DD.HAA.L..FFFLM..JKLM..JKGG F99 G99 K98 M99 
5 0 5 HIBBCCHI.DD.H.AAL..FFFLM..JKLM..JKGG A99 F99 G99 K98 M99 
5 0 5 .IBBCC.I.DD...AAL.HFFFLMH.JKLMH.JKGG A99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I.DD.AA..L.HFFFLMH.JKLMH.JKGG A97 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DDAA..L.HFFFLMH.JKLMH.JKGG A97 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DD.AA.L.HFFFLMH.JKLMH.JKGG A96 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCCHI..DDHAA.L.HFFFLM..JKLM..JKGG A96 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCCHI..DDH.AAL.HFFFLM..JKLM..JKGG A95 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCC.I..DDH.AAL.HFFFLMH.JKLM..JKGG A95 D99 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDD..H.AAL.HFFFLMH.JKLM..JKGG A95 D97 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDDL.H.AAL.HFFFLMH.JK.M..JKGG A95 D97 F99 G99 H94 K98 L99 M99 
5 0 5 .IBBCC.IDDL...AAL.HFFFLMH.JK.MH.JKGG A95 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL.AA..L.HFFFLMH.JK.MH.JKGG A93 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL..AA.L.HFFFLMH.JK.MH.JKGG A94 D97 F99 G99 H93 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L..FFFLM..JK.M..JKGG A94 D97 F99 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFF.LM..JK.M..JKGG A94 D97 F98 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..J.GG A94 D97 F98 G99 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..JGG. A94 D97 F98 G98 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKL...JK.M..JGGM A94 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDDL.H.AAL.FFFKL...JK.M..JGGM A93 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKL...JKLM..JGGM A93 D97 F98 G98 H90 K97 L98 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..JGG. A93 D97 F98 G98 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..J.GG A93 D97 F98 G97 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFF.LM..JKLM..JKGG A93 D97 F98 G97 H90 K96 L98 M97 
5 0 5 HIBBCCHI..DDH.AAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 I99 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..J.GG A93 D95 F98 G97 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..JGG. A93 D95 F98 G96 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKL...JKLM..JGGM A93 D95 F98 G96 H90 I99 K95 L98 M96 
5 0 5 H.BBCCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 B99 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..JGG. A93 B99 D94 F98 G96 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..J.GG A93 B99 D94 F98 G95 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFF.LM..JKLM..JKGG A93 B99 D94 F98 G95 H90 I99 K94 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL..FFFLM..JKLM..JKGG A93 B99 D94 F97 G95 H90 I99 K94 L98 M95 
5 0 5 .BB.CC.I.DD..IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D94 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CC.I..DD.IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D93 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CCHI..DDHIAAL.HFFFLM..JKLM..JKGG A93 B99 D93 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CCHIDD..HIAAL.HFFFLM..JKLM..JKGG A93 B99 D91 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CC.IDD..HIAAL.HFFFLMH.JKLM..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L98 M95 
5 0 5 .BB.CC.IDDL.HIAAL.HFFFLMH.JK.M..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L97 M95 
5 0 5 .BB.CC.IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCC..IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCCM.IDDLM.IAAL.HFFFL.H.JK..H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M92 
5 0 5 .BBCCM.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL..FFFL...JKL...JKGG A93 B99 C99 D91 F97 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFF.L...JKL...JKGG A93 B99 C99 D91 F96 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...J.GG A93 B99 C99 D91 F96 G95 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDDLMHIAAL.FFFKL...JK....JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M92 
5 0 5 HBBCC.HIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..JGG. A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..J.GG A93 B99 C98 D91 F96 G93 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 HBBCC.HIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C97 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B98 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL..FFFLM..JK.M..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDD..HIAAL..FFFLM..JKLM..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L94 M87 
5 0 5 ..BBCC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B98 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BB..CC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC...IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC.M.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M84 
5 0 5 BBCC.MHIDD.MHIAAL.HFFFL...JKL...JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L94 M84 
5 0 5 BBCCLMHIDDLMHIAAL.HFFF....JK....JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L92 M84 
5 0 5 BBCCLMHIDDLMHIAAL.H..FFF..JK....JKGG A93 B96 C96 D91 F93 G93 H75 I99 K92 L92 M84 
10 0 10 .BBCC....KDD.AAKL.HFFFLMHIJ.LMHIJ.GG A72 B95 C93 D71 F79 G89 H35 I84 J92 K83 L78 M49 
10 0 10 .BBCC....KDDHAAKL.HFFFLMHIJ.LM.IJ.GG A72 B95 C93 D71 F79 G89 H36 I84 J92 K83 L78 M49 
10 0 10 .BBCC.H..KDDHAAKL.HFFFLM.IJ.LM.IJ.GG A72 B95 C93 D71 F79 G89 H37 I84 J92 K83 L78 M49 
10 0 10 H.BBCCH..KDDHAAKL..FFFLM.IJ.LM.IJ.GG A72 B94 C94 D71 F79 G89 H38 I84 J92 K83 L78 M49 
10 0 10 H.BBCCH..KDDHAAKL..FFFLM.IJ.LM.IJGG. A72 B94 C94 D71 F79 G88 H38 I84 J92 K83 L78 M49 
10 0 10 H.BBCCH..KDDHAAKL..FFFL..IJ.LM.IJGGM A72 B94 C94 D71 F79 G88 H38 I84 J92 K83 L78 M48 
10 0 10 ..BBCC...KDD.AAKL.HFFFL.HIJ.LMHIJGGM A72 B94 C94 D71 F79 G88 H35 I84 J92 K83 L78 M48 
10 0 10 ..BBCC...KDDAA.KL.HFFFL.HIJ.LMHIJGGM A71 B94 C94 D71 F79 G88 H35 I84 J92 K83 L78 M48 
10 0 10 ..BBCC...KDDAA.KL.HFFFLMHIJ.LMHIJGG. A71 B94 C94 D71 F79 G88 H35 I84 J92 K83 L78 M47 
10 0 10 ..BBCC...KDDAA.KL.HFFFLMHIJ.LMHIJ.GG A71 B94 C94 D71 F79 G87 H35 I84 J92 K83 L78 M47 
10 0 10 ..BBCC...KDDHAAKL.HFFFL.HIJ.LM.IJGGM A72 B94 C94 D71 F79 G88 H36 I84 J92 K83 L78 M48 
10 0 10 ..BBCCH..KDDHAAKL.HFFFL..IJ.LM.IJGGM A72 B94 C94 D71 F79 G88 H37 I84 J92 K83 L78 M48 
10 0 10 ..BBCC...KDD.AAKL.HFFFLMHIJ.LMHIJGG. A72 B94 C94 D71 F79 G88 H35 I84 J92 K83 L78 M49 
10 0 10 ..BBCC...KDDHAAKL.HFFFLMHIJ.LM.IJGG. A72 B94 C94 D71 F79 G88 H36 I84 J92 K83 L78 M49 
10 0 10 ..BBCCH..KDDHAAKL.HFFFLM.IJ.LM.IJGG. A72 B94 C94 D71 F79 G88 H37 I84 J92 K83 L78 M49 
10 0 10 ..BBCC...KDD.AAKL.HFFFLMHIJ.LMHIJ.GG A72 B94 C94 D71 F79 G89 H35 I84 J92 K83 L78 M49 
10 0 10 ..BBCC...KDDHAAKL.HFFFLMHIJ.LM.IJ.GG A72 B94 C94 D71 F79 G89 H36 I84 J92 K83 L78 M49 
10 0 10 ..BBCCH..KDDHAAKL.HFFFLM.IJ.LM.IJ.GG A72 B94 C94 D71 F79 G89 H37 I84 J92 K83 L78 M49 
10 0 10 HBB.CCH..KDDHAAKL..FFFLM.IJ.LM.IJGG. A72 B95 C94 D71 F79 G88 H38 I84 J92 K83 L78 M49 
10 0 10 HBBKCCH..KDDH.AALMFFF.LM.IJ.L..IJGG. A71 B95 C94 D71 F80 G88 H38 I84 J92 K84 L78 M46 
10 0 10 .BB.CCH..KDDHAAKL.HFFFL..IJ.LM.IJGGM A72 B95 C94 D71 F79 G88 H37 I84 J92 K83 L78 M48 
10 0 10 .BB.CC...KDDHAAKL.HFFFL.HIJ.LM.IJGGM A72 B95 C94 D71 F79 G88 H36 I84 J92 K83 L78 M48 
10 0 10 .BB.CC...KDD.AAKL.HFFFL.HIJ.LMHIJGGM A72 B95 C94 D71 F79 G88 H35 I84 J92 K83 L78 M48 
10 0 10 .BBKCCH..KDDH.AALMHFFFLM.IJ.L..IJGG. A71 B95 C94 D71 F79 G88 H37 I84 J92 K84 L78 M46 
10 0 10 .BBKCC...KDDH.AALMHFFFLMHIJ.L..IJGG. A71 B95 C94 D71 F79 G88 H36 I84 J92 K84 L78 M46 
10 0 10 .BBKCC...KDD..AALMHFFFLMHIJ.L.HIJGG. A71 B95 C94 D71 F79 G88 H35 I84 J92 K84 L78 M46 
10 0 10 .BBKCCH..KDDH.AALMHFFFLM.IJ.L..IJ.GG A71 B95 C94 D71 F79 G87 H37 I84 J92 K84 L78 M46 
10 0 10 .BBKCC...KDDH.AALMHFFFLMHIJ.L..IJ.GG A71 B95 C94 D71 F79 G87 H36 I84 J92 K84 L78 M46 
10 0 10 BB.KCC...KDD..AALMHFFFLMHIJ.L.HIJ.GG A71 B94 C94 D71 F79 G87 H35 I84 J92 K84 L78 M46 
10 0 10 .BBKCC...KDD.AA.LMHFFFLMHIJ.L.HIJ.GG A70 B95 C94 D71 F79 G87 H35 I84 J92 K84 L78 M46 
10 0 10 .BB.CC...KDD.AAKL.HFFFLMHIJ.LMHIJ.GG A70 B95 C94 D71 F79 G87 H35 I84 J92 K83 L78 M47 
10 0 10 BB.KCC...KDDAA..LMHFFFLMHIJ.L.HIJ.GG A69 B94 C94 D71 F79 G87 H35 I84 J92 K84 L78 M46 
10 0 10 BB..CC...KDDAA.KL.HFFFLMHIJ.LMHIJ.GG A69 B94 C94 D71 F79 G87 H35 I84 J92 K83 L78 M47 
10 0 10 BB..CC...KDDAA.KL.HFFFLMHIJ.LMHIJGG. A69 B94 C94 D71 F79 G86 H35 I84 J92 K83 L78 M47 
10 0 10 .BBKCC...KDD.AA.LMHFFFLMHIJ.L.HIJGG. A68 B95 C94 D71 F79 G86 H35 I84 J92 K84 L78 M46 
10 0 10 .BB.CC...KDD.AAKL.HFFFLMHIJ.LMHIJGG. A68 B95 C94 D71 F79 G86 H35 I84 J92 K83 L78 M47 
10 0 10 BB..CC...KDD.AAKL.HFFFL.HIJ.LMHIJGGM A68 B94 C94 D71 F79 G86 H35 I84 J92 K83 L78 M46 
10 0 10 BB.KCC...KDD.AA.LMHFFFLMHIJ.L.HIJGG. A66 B94 C94 D71 F79 G86 H35 I84 J92 K84 L78 M44 
10 0 10 BB..CC...KDD.AAKL.HFFFLMHIJ.LMHIJGG. A66 B94 C94 D71 F79 G86 H35 I84 J92 K83 L78 M45 
10 0 10 BB.KCC...KDDH.AALMHFFFLMHIJ.L..IJGG. A67 B94 C94 D71 F79 G86 H34 I84 J92 K84 L78 M44 
10 0 10 BB..CCH..KDDHAAKL.HFFFLM.IJ.LM.IJGG. A66 B94 C94 D71 F79 G86 H33 I84 J92 K83 L78 M45 
10 0 10 BB.KCCH..KDDHAA.LMHFFFLM.IJ.L..IJ.GG A66 B94 C94 D71 F79 G85 H33 I84 J92 K84 L78 M44 
10 0 10 BB..CCH..KDDHAAKL.HFFFLM.IJ.LM.IJ.GG A66 B94 C94 D71 F79 G85 H33 I84 J92 K83 L78 M45 
10 0 10 .BBKCC...KDDHAA.LMHFFFLMHIJ.L..IJ.GG A66 B93 C94 D71 F79 G85 H32 I84 J92 K84 L78 M44 
10 0 10 .BB.CC...KDDHAAKL.HFFFLMHIJ.LM.IJ.GG A66 B93 C94 D71 F79 G85 H32 I84 J92 K83 L78 M45 
10 0 10 BB.KCC...KDD.AA.LMHFFFLMHIJ.L.HIJ.GG A66 B94 C94 D71 F79 G85 H31 I84 J92 K84 L78 M44 
10 0 10 BB..CC...KDD.AAKL.HFFFLMHIJ.LMHIJ.GG A66 B94 C94 D71 F79 G85 H31 I84 J92 K83 L78 M45 
10 0 10 .BBKCCH..KDDHAA.LMHFFFLM.IJ.L..IJ.GG A66 B93 C94 D71 F79 G83 H31 I84 J92 K84 L78 M44 
10 0 10 .BB.CCH..KDDHAAKL.HFFFLM.IJ.LM.IJ.GG A66 B93 C94 D71 F79 G83 H31 I84 J92 K83 L78 M45 
10 0 10 .BBKCCH..KDDHAA.LMHFFFLM.IJ.L..IJGG. A66 B93 C94 D71 F79 G84 H31 I84 J92 K84 L78 M44 
10 0 10 .BB.CCH..KDDHAAKL.HFFFLM.IJ.LM.IJGG. A66 B93 C94 D71 F79 G84 H31 I84 J92 K83 L78 M45 
10 0 10 .BBKCC...KDDHAA.LMHFFFLMHIJ.L..IJGG. A66 B93 C94 D71 F79 G84 H32 I84 J92 K84 L78 M44 
10 0 10 .BB.CC...KDDHAAKL.HFFFLMHIJ.LM.IJGG. A66 B93 C94 D71 F79 G84 H32 I84 J92 K83 L78 M45 
10 0 10 BB.KCCH..KDDHAA.LMHFFFLM.IJ.L..IJGG. A66 B94 C94 D71 F79 G84 H31 I84 J92 K84 L78 M42 
10 0 10 BB..CCH..KDDHAAKL.HFFFL..IJ.LM.IJGGM A66 B94 C94 D71 F79 G84 H31 I84 J92 K83 L78 M44 
10 0 10 BB..CC...KDDHAAKL.HFFFL.HIJ.LM.IJGGM A66 B94 C94 D71 F79 G84 H32 I84 J92 K83 L78 M44 
10 0 10 BB.KCC...KDDHAA.LMHFFFLMHIJ.L..IJGG. A66 B94 C94 D71 F79 G84 H32 I84 J92 K84 L78 M44 
10 0 10 BB..CC...KDDHAAKL.HFFFLMHIJ.LM.IJGG. A66 B94 C94 D71 F79 G84 H32 I84 J92 K83 L78 M45 
10 0 10 BB.KCC...KDDHAA.LMHFFFLMHIJ.L..IJ.GG A66 B94 C94 D71 F79 G85 H32 I84 J92 K84 L78 M44 
10 0 10 BB..CC...KDDHAAKL.HFFFLMHIJ.LM.IJ.GG A66 B94 C94 D71 F79 G85 H32 I84 J92 K83 L78 M45 
10 0 10 BB.KCC...KDDH.AALMHFFFLMHIJ.L..IJ.GG A67 B94 C94 D71 F79 G85 H32 I84 J92 K84 L78 M44 
10 0 10 BB.KCCH..KDDH.AALMHFFFLM.IJ.L..IJ.GG A67 B94 C94 D71 F79 G85 H33 I84 J92 K84 L78 M44 
10 0 10 BB.KCCH..KDDH.AALMHFFFLM.IJ.L..IJGG. A67 B94 C94 D71 F79 G86 H33 I84 J92 K84 L78 M44 
10 0 10 BB.KCC...KDD..AALMHFFFLMHIJ.L.HIJGG. A67 B94 C94 D71 F79 G86 H35 I84 J92 K84 L78 M44 
10 0 10 BB.KCC...KDDAA..LMHFFFLMHIJ.L.HIJGG. A69 B94 C94 D71 F79 G86 H35 I84 J92 K84 L78 M44 
10 0 10 BB..CC...KDDAA.KL.HFFFL.HIJ.LMHIJGGM A69 B94 C94 D71 F79 G86 H35 I84 J92 K83 L78 M46 
10 0 10 .BB.CC...KDDAA.KL.HFFFL.HIJ.LMHIJGGM A69 B95 C94 D71 F79 G86 H35 I84 J92 K83 L78 M46 
10 0 10 .BBKCC...KDDAA..LMHFFFLMHIJ.L.HIJGG. A69 B95 C94 D71 F79 G86 H35 I84 J92 K84 L78 M46 
10 0 10 .BB.CC...KDDAA.KL.HFFFLMHIJ.LMHIJGG. A69 B95 C94 D71 F79 G86 H35 I84 J92 K83 L78 M47 
10 0 10 .BBKCC...KDDAA..LMHFFFLMHIJ.L.HIJ.GG A69 B95 C94 D71 F79 G87 H35 I84 J92 K84 L78 M46 
10 0 10 .BB.CC...KDDAA.KL.HFFFLMHIJ.LMHIJ.GG A69 B95 C94 D71 F79 G87 H35 I84 J92 K83 L78 M47 
10 0 10 .BBKCC...KDD..AALMHFFFLMHIJ.L.HIJ.GG A71 B95 C94 D71 F79 G87 H35 I84 J92 K84 L78 M46 
10 0 10 HBBKCCH..KDDH.AALM.FFFLM.IJ.L..IJ.GG A71 B95 C94 D71 F79 G87 H38 I84 J92 K84 L78 M46 
10 0 10 HBBKCCH..KDDH.AALM.FFFLM.IJ.L..IJGG. A71 B95 C94 D71 F79 G88 H38 I84 J92 K84 L78 M46 
10 0 10 HBBKCCH..KDDHAA.LM.FFFLM.IJ.L..IJGG. A72 B95 C94 D71 F79 G88 H38 I84 J92 K84 L78 M46 
10 0 10 HBB.CCH..KDDHAAKL..FFFL..IJ.LM.IJGGM A72 B95 C94 D71 F79 G88 H38 I84 J92 K83 L78 M48 
10 0 10 HBB.CCH...DDHAAKL.FFFKL..IJ.LM.IJGGM A72 B95 C94 D71 F80 G88 H38 I84 J92 K82 L78 M48 
10 0 10 HBB.CCH..KDDHAAKL.FFF.L..IJ.LM.IJGGM A72 B95 C94 D71 F80 G88 H38 I84 J92 K83 L78 M48 
10 0 10 HBBKCCH..KDDHAA.LMFFF.LM.IJ.L..IJGG. A72 B95 C94 D71 F80 G88 H38 I84 J92 K84 L78 M48 
10 0 10 HBB.CCH...DDHAAKL.FFFKLM.IJ.LM.IJGG. A72 B95 C94 D71 F80 G88 H38 I84 J92 K82 L78 M49 
10 0 10 HBB.CCH..KDDHAAKL.FFF.LM.IJ.LM.IJGG. A72 B95 C94 D71 F80 G88 H38 I84 J92 K83 L78 M49 
10 0 10 HBBKCCH..KDDHAA.LMFFF.LM.IJ.L..IJ.GG A72 B95 C94 D71 F80 G89 H38 I84 J92 K84 L78 M48 
10 0 10 HBB.CCH..KDDHAAKL.FFF.LM.IJ.LM.IJ.GG A72 B95 C94 D71 F80 G89 H38 I84 J92 K85 L78 M49 
10 0 10 HBB.CCH...DDHAAKL.FFFKLM.IJ.LM.IJ.GG A72 B95 C94 D71 F80 G89 H38 I84 J92 K86 L78 M49 
10 0 10 HBB.CCH...DDHAA.LMFFF.LM.IJKL..IJKGG A72 B95 C94 D71 F80 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBBCC.H..DD.HAAKL.FFFKLM.IJ.LM.IJ.GG A72 B95 C95 D70 F80 G89 H38 I84 J92 K86 L78 M49 
10 0 10 HBBCC.H..DDMHAA.LMFFF.L..IJKL..IJKGG A72 B95 C95 D70 F80 G89 H38 I84 J92 K88 L78 M47 
10 0 10 HBBCC.H..DD.HAA.LMFFF.LM.IJKL..IJKGG A72 B95 C95 D70 F80 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBBCC.HDDK..HAAKL.FFF.LM.IJ.LM.IJ.GG A72 B95 C95 D68 F80 G89 H38 I84 J92 K85 L78 M49 
10 0 10 HBBCC.HDD...HAAKL.FFFKLM.IJ.LM.IJ.GG A72 B95 C95 D68 F80 G89 H38 I84 J92 K86 L78 M49 
10 0 10 HBBCC.HDD..MHAA.LMFFF.L..IJKL..IJKGG A72 B95 C95 D68 F80 G89 H38 I84 J92 K88 L78 M47 
10 0 10 HBBCC.HDD...HAA.LMFFF.LM.IJKL..IJKGG A72 B95 C95 D68 F80 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBB.CCH...DDHAA.LM.FFFLM.IJKL..IJKGG A72 B95 C94 D71 F79 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBBCC.H..DDMHAA.LM.FFFL..IJKL..IJKGG A72 B95 C95 D70 F79 G89 H38 I84 J92 K88 L78 M47 
10 0 10 HBBCC.H..DD.HAA.LM.FFFLM.IJKL..IJKGG A72 B95 C95 D70 F79 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBBCC.HDD..MHAA.LM.FFFL..IJKL..IJKGG A72 B95 C95 D68 F79 G89 H38 I84 J92 K88 L78 M47 
10 0 10 HBBCC.HDD...HAA.LM.FFFLM.IJKL..IJKGG A72 B95 C95 D68 F79 G89 H38 I84 J92 K88 L78 M48 
10 0 10 .BBCC.H...DDHAA.LMHFFFLM.IJKL..IJKGG A72 B95 C95 D71 F79 G89 H37 I84 J92 K88 L78 M48 
10 0 10 .BB.CC....DDHAA.LMHFFFLMHIJKL..IJKGG A72 B95 C94 D71 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 .BBCC....DDMHAA.LMHFFFL.HIJKL..IJKGG A72 B95 C95 D70 F79 G89 H36 I84 J92 K88 L78 M47 
10 0 10 .BBCC....DD.HAA.LMHFFFLMHIJKL..IJKGG A72 B95 C95 D70 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 .BBCC...DD.MHAA.LMHFFFL.HIJKL..IJKGG A72 B95 C95 D69 F79 G89 H36 I84 J92 K88 L78 M47 
10 0 10 .BBCC...DD..HAA.LMHFFFLMHIJKL..IJKGG A72 B95 C95 D69 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 .BB.CC....DDH.AALMHFFFLMHIJKL..IJKGG A71 B95 C94 D71 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 .BBCC....DDMH.AALMHFFFL.HIJKL..IJKGG A71 B95 C95 D70 F79 G89 H36 I84 J92 K88 L78 M47 
10 0 10 .BBCC....DD.H.AALMHFFFLMHIJKL..IJKGG A71 B95 C95 D70 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 BB.CC.H...DDH.AALMHFFFLM.IJKL..IJKGG A71 B94 C95 D71 F79 G89 H35 I84 J92 K88 L78 M48 
10 0 10 .BB.CCH...DDH.AALMHFFFLM.IJKL..IJKGG A71 B95 C94 D71 F79 G89 H35 I84 J92 K88 L78 M48 
10 0 10 BB.CC.HDD..MH.AALMHFFFL..IJKL..IJKGG A71 B94 C95 D68 F79 G89 H35 I84 J92 K88 L78 M47 
10 0 10 BB.CC.HDD...H.AALMHFFFLM.IJKL..IJKGG A71 B94 C95 D68 F79 G89 H35 I84 J92 K88 L78 M48 
10 0 10 .BB.CCHDD..MH.AALMHFFFL..IJKL..IJKGG A71 B95 C94 D68 F79 G89 H35 I84 J92 K88 L78 M47 
10 0 10 .BB.CCHDD...H.AALMHFFFLM.IJKL..IJKGG A71 B95 C94 D68 F79 G89 H35 I84 J92 K88 L78 M48 
10 0 10 HBBCC.HDD...H.AALM.FFFLM.IJKL..IJKGG A71 B95 C95 D68 F79 G89 H34 I84 J92 K88 L78 M44 
10 0 10 HBBCC.HDD..MH.AALM.FFFL..IJKL..IJKGG A71 B95 C95 D68 F79 G89 H34 I84 J92 K88 L78 M45 
10 0 10 .BBCC.H.DD..H.AALMHFFFLM.IJKL..IJKGG A71 B95 C95 D67 F79 G89 H35 I84 J92 K88 L78 M44 
10 0 10 .BBCC.H.DD.MH.AALMHFFFL..IJKL..IJKGG A71 B95 C95 D67 F79 G89 H35 I84 J92 K88 L78 M45 
10 0 10 HBBCC.HDD...H.AALMFFF.LM.IJKL..IJKGG A71 B95 C95 D64 F78 G89 H34 I84 J92 K88 L78 M44 
10 0 10 HBBCC.HDD..MH.AALMFFF.L..IJKL..IJKGG A71 B95 C95 D64 F78 G89 H34 I84 J92 K88 L78 M45 
10 0 10 HBBCC.HDD...H.AALMFFFKLM.IJKL..IJ.GG A71 B95 C95 D64 F78 G89 H34 I84 J92 K87 L78 M44 
