11 0 11 HBBL..H.JLCCI.JAAMI.KDDM..KEEN.FF..N 
10 0 10 HBBL..H.JLCCI.JAAMI.KDDM..KEEN...FFN F98 
9 0 9 HBBL..H.JLCCI.JAAMI..DDM..KEEN..KFFN F98 K99 
8 0 8 HBBL..H.JLCC..JAAM...DDMI.KEENI.KFFN F98 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAM...DDMI.KEENI.KFFN F98 H99 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAMI..DDMI.KEEN..KFFN F98 H99 I97 K99 
7 0 7 BB.L..H.JLCCH.JAAM...DDMI.KEENI.KFFN B99 F98 H99 I98 K99 
7 0 7 BB.L..H.JLCCH.JAAM..KDDMI.KEENI..FFN B99 F98 H99 I98 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI..FFN B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENIFF..N B99 F96 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI.FF.N B99 F97 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M..KDDMI.KEENI..FFN A98 B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M...DDMI.KEENI.KFFN A98 B99 F98 H99 I98 J99 K97 
7 0 7 BBJL..H.JLCCH..AAM...DDMI.KEENI.KFFN B99 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAMI..DDMI.KEEN..KFFN B99 F98 H99 I97 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM.DD..MI.KEENI.KFFN B99 D98 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM..DD.MI.KEENI.KFFN B99 D99 F98 H99 I98 J99 K99 
8 0 8 BBJL....JLCCH..AAMH..DDMI.KEENI.KFFN B99 F98 H98 I98 J99 K99 
8 0 8 BBJL..H.JLCCHAA..MI..DDMI.KEEN..KFFN A98 B99 F98 H99 I97 J99 K97 
8 0 8 BBJL..H.JLCCHAA..M.DD..MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 
8 0 8 BBJ...H.J.CCHAAL.M.DDL.MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ...H.JCC.HAAL.M.DDL.MI.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ..MH.JCCMHAAL...DDL..I.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M98 N98 
7 0 7 ..J.BBH.J.CCHAAL.M.DDL.MI.KEENI.KFFN A92 B95 C98 D96 E98 F90 H97 I98 J97 K95 L96 M94 N96 
7 0 7 H.J.BBH.JCC..AAL.MIDDL.MI.KEEN..KFFN A92 B95 C99 D96 E98 F90 H98 I97 J97 K95 L96 M94 N96 
7 0 7 ..J.BBH.JCC.HAAL.M.DDL.MI.KEENI.KFFN A92 B95 C99 D96 E98 F90 H97 I98 J97 K95 L96 M94 N96 
7 0 7 H.J.BBH.JCCM.AAL.MIDDL..I.KEEN..KFFN A92 B95 C99 D96 E98 F90 H98 I97 J97 K95 L96 M95 N96 
7 0 7 ..J.BBH.JCCMHAAL.M.DDL..I.KEENI.KFFN A92 B95 C99 D96 E98 F90 H97 I98 J97 K95 L96 M95 N96 
7 0 7 ..J.BBH.JCCMHAAL.MDD.L..I.KEENI.KFFN A92 B95 C99 D97 E98 F90 H97 I98 J97 K95 L96 M95 N96 
7 0 7 H...BBH.JCCMAAJL.MDD.L..I.KEENI.KFFN A93 B95 C99 D97 E98 F90 H98 I98 J96 K95 L96 M95 N96 
7 0 7 H.J.BBH.JCCMAA.L.MDDKL.NI.KEENI..FF. A93 B95 C99 D97 E98 F90 H98 I98 J97 K96 L96 M95 N95 
7 0 7 H.J.BBH.JCCMAAKL.MDDKL..I..EENI..FFN A93 B95 C99 D97 E98 F90 H98 I98 J97 K95 L96 M95 N96 
7 0 7 H...BBH.JCCMAAJL.MDDKL..I.KEENI..FFN A93 B95 C99 D97 E98 F90 H98 I98 J96 K96 L96 M95 N96 
7 0 7 H.J.BBH.JCCMAAKL.MDDKL..I..EENI.FF.N A93 B95 C99 D97 E98 F91 H98 I98 J97 K95 L96 M95 N96 
7 0 7 H.J.BBH.JCCM.AAL.MDDKL..I.KEENI.FF.N A92 B95 C99 D97 E98 F91 H98 I98 J97 K96 L96 M95 N96 
7 0 7 H.JBB.H.JCCMAA.L.MDDKL.NI.KEENI...FF A93 B96 C99 D97 E98 F89 H98 I98 J97 K96 L96 M95 N95 
7 0 7 H.JBB.H.JCCMAAKL.MDDKL.NI..EENI.FF.. A93 B96 C99 D97 E98 F91 H98 I98 J97 K95 L96 M95 N95 
7 0 7 H.JBB.H.JCCM.AAL.MDDKL.NI.KEENI.FF.. A92 B96 C99 D97 E98 F91 H98 I98 J97 K96 L96 M95 N95 
7 0 7 H.JBBMH.JCCMAA.L..DDKL.NI.KEENI.FF.. A93 B96 C99 D97 E98 F91 H98 I98 J97 K96 L96 M94 N95 
7 0 7 H.J.BBH.JCCMAA.L.MDDKL.NI.KEENI.FF.. A93 B95 C99 D97 E98 F91 H98 I98 J97 K96 L96 M95 N95 
7 0 7 H.JBB.H.JCCMAAKL.MDDKL..I..EENI.FF.N A93 B96 C99 D97 E98 F91 H98 I98 J97 K95 L96 M95 N96 
7 0 7 H.JBB.H.JCCM.AAL.MDDKL..I.KEENI.FF.N A92 B96 C99 D97 E98 F91 H98 I98 J97 K96 L96 M95 N96 
7 0 7 H.JBBMH.JCCMAA.L..DDKL..I.KEENI.FF.N A93 B96 C99 D97 E98 F91 H98 I98 J97 K96 L96 M94 N96 
7 0 7 H.JBB.H.JCCMAAKL.MDDKL..I..EENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J97 K95 L96 M95 N96 
7 0 7 H.JBB.H.JCCM.AAL.MDDKL..I.KEENIFF..N A92 B96 C99 D97 E98 F92 H98 I98 J97 K96 L96 M95 N96 
7 0 7 H.JBB.H.JCC.AAKL.MDDKL.MI..EENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J97 K95 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L..DDKL..I.KEENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J97 K96 L96 M94 N96 
7 0 7 H.JBB.H.JCC..AAL.MDDKL.MI.KEENIFF..N A92 B96 C99 D97 E98 F92 H98 I98 J97 K96 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L..DDKL..I.KEENI..FFN A93 B96 C99 D97 E98 F94 H98 I98 J97 K96 L96 M94 N96 
7 0 7 H..BB.H.JCC.AAJL.MDDKL.MI.KEENI..FFN A93 B96 C99 D97 E98 F94 H98 I98 J96 K96 L96 M96 N96 
7 0 7 H.JBB.H.JCC.AAKL.MDDKL.MI..EENI..FFN A93 B96 C99 D97 E98 F94 H98 I98 J97 K95 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L..DD.L..I.KEENI.KFFN A93 B96 C99 D97 E98 F94 H98 I98 J97 K97 L96 M94 N96 
7 0 7 H..BB.H.JCC.AAJL.MDD.L.MI.KEENI.KFFN A93 B96 C99 D97 E98 F94 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H.JBB.H.JCC.AA.L.MIDDL.MI.KEEN..KFFN A93 B96 C99 D98 E98 F94 H98 I97 J97 K97 L96 M96 N96 
7 0 7 H..BB.H.JCC.AAJL.M.DDL.MI.KEENI.KFFN A93 B96 C99 D98 E98 F94 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H.JBB.H.JCCMAA.L.MIDDL..I.KEEN..KFFN A93 B96 C99 D98 E98 F94 H98 I97 J97 K97 L96 M97 N96 
7 0 7 H.JBBMH.JCCMAA.L...DDL..I.KEENI.KFFN A93 B96 C99 D98 E98 F94 H98 I98 J97 K97 L96 M96 N96 
7 0 7 H..BB.H.JCCMAAJL.M.DDL..I.KEENI.KFFN A93 B96 C99 D98 E98 F94 H98 I98 J96 K97 L96 M97 N96 
7 0 7 H.JBB.H.JCCMAA.L.MIDDL.NI.KEEN..K.FF A93 B96 C99 D98 E98 F93 H98 I97 J97 K97 L96 M97 N97 
7 0 7 H..BB.H.JCCMAAJL.M.DDL.NI.KEENI.K.FF A93 B96 C99 D98 E98 F93 H98 I98 J96 K97 L96 M97 N97 
7 0 7 H.J.BBH.JCCMAA.L.M.DDL.NI.KEENI.K.FF A93 B95 C99 D98 E98 F93 H98 I98 J97 K97 L96 M97 N97 
7 0 7 H.JBB.H.JCCMAAKL.MDDKL.NI..EENI..FF. A93 B96 C99 D97 E98 F94 H98 I98 J97 K95 L96 M97 N97 
7 0 7 H..BB.H..CCMAAJL.MDDJL.NI.KEENI.KFF. A93 B96 C99 D97 E98 F94 H98 I98 J95 K97 L96 M97 N97 
7 0 7 H.JBBMH.JCCM.AAL...DDL..I.KEENI.KFFN A94 B96 C99 D98 E98 F94 H98 I98 J97 K97 L96 M98 N96 
7 0 7 H.JBBMH.JCCM.AAL..IDDL.NI.KEEN..KFF. A94 B96 C99 D98 E98 F94 H98 I97 J97 K97 L96 M98 N97 
7 0 7 ..JBBMH.JCCMHAAL...DDL.NI.KEENI.KFF. A94 B96 C99 D98 E98 F94 H97 I98 J97 K97 L96 M98 N97 
7 0 7 H.JBBMH.JCCM.AAL..IDDL.NI.KEEN..K.FF A94 B96 C99 D98 E98 F95 H98 I97 J97 K97 L96 M98 N97 
7 0 7 ..JBBMH.JCCMHAAL...DDL.NI.KEENI.K.FF A94 B96 C99 D98 E98 F95 H97 I98 J97 K97 L96 M98 N97 
7 0 7 H.JBBMH.JCCM.AAL.NIDDL.NI.KEE...K.FF A94 B96 C99 D98 E98 F95 H98 I97 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAAL.N.DDL.NI.KEE.I.K.FF A94 B96 C99 D98 E98 F95 H97 I98 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCM.AAL.NIDDL.NI.K.EE..K.FF A94 B96 C99 D98 E99 F95 H98 I97 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCM.AAL.NIDDL.NI.K.EE..KFF. A94 B96 C99 D98 E99 F96 H98 I97 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAAL.N.DDL.NI.K.EEI.K.FF A94 B96 C99 D98 E99 F95 H99 I98 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAAL.N.DDL.NI.KEE.I.KFF. A94 B96 C99 D98 E98 F96 H99 I98 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAAL.NDD.L.NI.K.EEI.KFF. A94 B96 C99 D97 E99 F96 H99 I98 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAA..NDD.L.NI.KLEEI.KFF. A94 B96 C99 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM.AA..N.DDL.NI.KLEEI.KFF. A94 B96 C99 D98 E99 F96 H98 I98 J97 K97 L97 M98 N98 
7 0 7 ..JBBMH.JCCMH..AAN.DD..NI.KLEEI.KLFF A96 B96 C99 D98 E99 F97 H99 I98 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMH..AANIDDL.NI.KLEE..K.FF A96 B96 C99 D98 E99 F97 H99 I97 J97 K97 L97 M98 N98 
7 0 7 ..JBBMH.JCCMHAA..N.DDL.NI.KLEEI.K.FF A94 B96 C99 D98 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 ..JBBMH.JCCMH.AA.N.DDL.NI.KLEEI.K.FF A95 B96 C99 D98 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 ..BB.MH.JCCMH.JAANDD.L.NI.KLEEI.KFF. A96 B95 C99 D97 E99 F96 H99 I98 J98 K97 L97 M98 N98 
7 0 7 ..BB.MH.JCCMH.JAANDD...NI.KLEEI.KLFF A96 B95 C99 D97 E99 F97 H99 I98 J98 K97 L96 M98 N98 
7 0 7 ..BB.MH..CCMH.JAANDDJL.NI.KLEEI.K.FF A96 B95 C99 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 .BB..MH.JCCMH.JAANDD.L.NI.KLEEI.KFF. A96 B94 C99 D97 E99 F96 H99 I98 J98 K97 L97 M98 N98 
7 0 7 .BB..MH.JCCMH.JAANDD...NI.KLEEI.KLFF A96 B94 C99 D97 E99 F97 H99 I98 J98 K97 L96 M98 N98 
7 0 7 .BB..MH..CCMH.JAANDDJL.NI.KLEEI.K.FF A96 B94 C99 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 H.BB.MH.JCCM..JAANDD.L.NI.KLEEI.KFF. A96 B95 C99 D97 E99 F96 H98 I98 J98 K97 L97 M98 N98 
7 0 7 H.BB.MH.JCCM..JAANDD...NI.KLEEI.KLFF A96 B95 C99 D97 E99 F97 H98 I98 J98 K97 L96 M98 N98 
7 0 7 H.BB.MH.JCCM..JAAN.DDL.NI.KLEEI.K.FF A96 B95 C99 D96 E99 F97 H98 I98 J98 K97 L97 M98 N98 
7 0 7 H.BB.MH..CCM..JAANDDJL.NI.KLEEI.K.FF A96 B95 C99 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 HBB..MH.JCCM..JAANDD.L.NI.KLEEI.KFF. A96 B94 C99 D97 E99 F96 H98 I98 J98 K97 L97 M98 N98 
7 0 7 HBB..MH.JCCM..JAANDD...NI.KLEEI.KLFF A96 B94 C99 D97 E99 F97 H98 I98 J98 K97 L96 M98 N98 
7 0 7 HBB..MH.JCCM..JAAN.DDL.NI.KLEEI.K.FF A96 B94 C99 D96 E99 F97 H98 I98 J98 K97 L97 M98 N98 
7 0 7 HBB..MH..CCM..JAANDDJL.NI.KLEEI.K.FF A96 B94 C99 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H..BBMH.JCCM..JAANDD.L.NI.KLEEI.KFF. A96 B96 C99 D97 E99 F96 H98 I98 J98 K97 L97 M98 N98 
7 0 7 H..BBMH.JCCM..JAANDD...NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H98 I98 J98 K97 L96 M98 N98 
7 0 7 H..BBMH.JCCM..JAANDDKL.NI.KLEEI...FF A96 B96 C99 D97 E99 F97 H98 I98 J98 K96 L97 M98 N98 
7 0 7 H.JBBMH.JCCM...AAN.DDL.NI.KLEEI.KFF. A96 B96 C99 D96 E99 F96 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM...AAN.DD..NI.KLEEI.KLFF A96 B96 C99 D96 E99 F97 H98 I98 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCM...AANIDDL.NI.KLEE..K.FF A96 B96 C99 D96 E99 F97 H98 I97 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCMAA...N.DDL.NI.KLEEI.K.FF A93 B96 C99 D96 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM.AA..N.DDL.NI.KLEEI.K.FF A94 B96 C99 D96 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM..AA.N.DDL.NI.KLEEI.K.FF A95 B96 C99 D96 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM...AANDD.L.NI.KLEEI.KFF. A96 B96 C99 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM...AANDD...NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCM...AANDDKL.NI.KLEEI...FF A96 B96 C99 D97 E99 F97 H98 I98 J97 K96 L97 M98 N98 
7 0 7 H.JBBMH.JCCM...AANDDKL.NI.KLEEIFF... A96 B96 C99 D97 E99 F94 H98 I98 J97 K96 L97 M98 N98 
7 0 7 ..JBBMH.JCCMH..AANDDKL.NI.KLEEIFF... A96 B96 C99 D97 E99 F94 H97 I98 J97 K96 L97 M98 N98 
7 0 7 H.JBBMH.JCCMAA...NDD.L.NI.KLEEI.K.FF A93 B96 C99 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM.AA..NDD.L.NI.KLEEI.K.FF A94 B96 C99 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H.JBBMH.JCCM..AA.NDD.L.NI.KLEEI.K.FF A95 B96 C99 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
7 0 7 H..BBMH..CCM..JAANDDJL.NI.KLEEI.K.FF A96 B96 C99 D97 E99 F97 H98 I98 J95 K97 L97 M98 N98 
7 0 7 ..JBBMH.JCCMH..AANDD.L.NI.KLEEI.KFF. A96 B96 C99 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
7 0 7 ..JBBMH.JCCMH..AANDD...NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
7 0 7 ..JBBMH.JCCMH..AANDDKL.NI.KLEEI...FF A96 B96 C99 D97 E99 F97 H99 I98 J97 K96 L97 M98 N98 
7 0 7 ..JBBMH.JCCMHAA..NDD.L.NI.KLEEI.K.FF A94 B96 C99 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 ..JBBMH.JCCMH.AA.NDD.L.NI.KLEEI.K.FF A95 B96 C99 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 ...BBMH.JCCMH.JAANDD.L.NI.KLEEI.KFF. A96 B96 C99 D97 E99 F96 H99 I98 J98 K97 L97 M98 N98 
7 0 7 ...BBMH.JCCMH.JAANDD...NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H99 I98 J98 K97 L96 M98 N98 
7 0 7 ...BBMH.JCCMH.JAANDDKL.NI.KLEEI...FF A96 B96 C99 D97 E99 F97 H99 I98 J98 K96 L97 M98 N98 
7 0 7 ...BBMH..CCMH.JAANDDJL.NI.KLEEI.K.FF A96 B96 C99 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
7 0 7 ...BBMH.JCCMH.JAAN.DDL.NI.KLEEI.KFF. A96 B96 C99 D98 E99 F96 H99 I98 J98 K97 L97 M98 N98 
7 0 7 ...BBMH.JCCMH.JAAN.DD..NI.KLEEI.KLFF A96 B96 C99 D98 E99 F97 H99 I98 J98 K97 L96 M98 N98 
7 0 7 ...BBMH.JCCMH.JAANIDDL.NI.KLEE..K.FF A96 B96 C99 D98 E99 F97 H99 I97 J98 K97 L97 M98 N98 
7 0 7 BB...MH.JCCMH.JAAN.DDL.NI.KLEEI.KFF. A96 B99 C99 D98 E99 F96 H99 I98 J98 K97 L97 M98 N98 
7 0 7 BB...MH.JCCMH.JAAN.DD..NI.KLEEI.KLFF A96 B99 C99 D98 E99 F97 H99 I98 J98 K97 L96 M98 N98 
7 0 7 BB...MH.JCCMH.JAANDD.L.NI.KLEEI.K.FF A96 B99 C99 D97 E99 F97 H99 I98 J98 K97 L97 M98 N98 
7 0 7 ..BB.MH.JCCMH.JAAN.DDL.NI.KLEEI.K.FF A96 B97 C99 D98 E99 F97 H99 I98 J98 K97 L97 M98 N98 
7 0 7 .BB..MH.JCCMH.JAAN.DDL.NI.KLEEI.K.FF A96 B98 C99 D98 E99 F97 H99 I98 J98 K97 L97 M98 N98 
7 0 7 BBJ..MH.JCCMH..AAN.DDL.NI.KLEEI.KFF. A96 B99 C99 D98 E99 F96 H99 I98 J99 K97 L97 M98 N98 
7 0 7 BBJ..MH.JCCMH..AAN.DD..NI.KLEEI.KLFF A96 B99 C99 D98 E99 F97 H99 I98 J99 K97 L96 M98 N98 
7 0 7 BBJ..MH.JCCMH..AANDD.L.NI.KLEEI.K.FF A96 B99 C99 D97 E99 F97 H99 I98 J99 K97 L97 M98 N98 
7 0 7 BBJ..MH.JCCMHAA..N.DDL.NI.KLEEI.KFF. A98 B99 C99 D98 E99 F96 H99 I98 J99 K97 L97 M98 N98 
7 0 7 BBJ..MH.JCCMH.AA.N.DDL.NI.KLEEI.K.FF A97 B99 C99 D98 E99 F97 H99 I98 J99 K97 L97 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL...DDL.NI.KEENI.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M98 N97 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.K.EEI.KFF. A98 B99 C99 D98 E99 F98 H99 I98 J99 K97 L98 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL...DDL.NI.KEENI.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 N99 
7 0 7 BBJ...H.JCCMHAAL.M.DDL.NI.KEENI.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M97 N99 
8 0 8 BBJ...H.JCCMHAAL.MDD.L.NI.KEENI.KFF. A98 B99 C99 D97 F98 H99 I98 J99 K97 L98 M97 N99 
8 0 8 BBJ..MH.JCCMHAAL..DD.L.NI.KEENI.KFF. A98 B99 C99 D97 F98 H99 I98 J99 K97 L98 M98 N99 
8 0 8 BBJ..MH.JCCMHAAL.NDD.L.NI.K.EEI.KFF. A98 B99 C99 D97 E99 F98 H99 I98 J99 K97 L98 M98 N98 
8 0 8 BBJ..MH.JCCMHAAL..DD.L.NI.KEENI.K.FF A98 B99 C99 D97 F97 H99 I98 J99 K97 L98 M98 N97 
8 0 8 BBJ...H.JCCMHAAL.M.DDL.NI.KEENI.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M97 N97 
8 0 8 BBJ..MH.JCCMHAA..NDD.L.NI.KLEEI.KFF. A98 B99 C99 D97 E99 F96 H99 I98 J99 K97 L97 M98 N98 
8 0 8 BBJ..MH.JCCMH..AANDDKL.NI.KLEEI...FF A96 B99 C99 D97 E99 F97 H99 I98 J99 K96 L97 M98 N98 
8 0 8 BBJ..MH.JCCMH..AANDDKL.NI.KLEEIFF... A96 B99 C99 D97 E99 F94 H99 I98 J99 K96 L97 M98 N98 
8 0 8 BBJ..MH.JCCMH.AA.NDD.L.NI.KLEEI.K.FF A95 B99 C99 D97 E99 F97 H99 I98 J99 K97 L97 M98 N98 
8 0 8 BBJ..MH.JCCMH..AANIDD..NI.KLEE..KLFF A96 B99 C99 D98 E99 F97 H99 I97 J99 K97 L96 M98 N98 
8 0 8 BBJ..MH.JCCMH.AA.N.DD..NI.KLEEI.KLFF A95 B99 C99 D98 E99 F97 H99 I98 J99 K97 L96 M98 N98 
8 0 8 BBJ..M..JCCMH..AANHDD..NI.KLEEI.KLFF A96 B99 C99 D98 E99 F97 H98 I98 J99 K97 L96 M98 N98 
8 0 8 BBJ..MH.JCCMH..AANDD.L.NI.KLEEI.KFF. A96 B99 C99 D97 E99 F96 H99 I98 J99 K97 L97 M98 N98 
8 0 8 BBJ..MH.JCCMH.AA.N.DDL.NI.KLEEI.KFF. A95 B99 C99 D98 E99 F96 H99 I98 J99 K97 L97 M98 N98 
8 0 8 BB...M..JCCMH.JAANHDD..NI.KLEEI.KLFF A96 B99 C99 D98 E99 F97 H98 I98 J98 K97 L96 M98 N98 
8 0 8 .BB..MH.JCCMH.JAANIDDL.NI.KLEE..K.FF A96 B94 C99 D98 E99 F97 H99 I97 J98 K97 L97 M98 N98 
8 0 8 ..BB.MH.JCCMH.JAANIDDL.NI.KLEE..K.FF A96 B95 C99 D98 E99 F97 H99 I97 J98 K97 L97 M98 N98 
8 0 8 ...BBMH.JCCMH.JAANIDDL.NI.KLEE..KFF. A96 B96 C99 D98 E99 F96 H99 I97 J98 K97 L97 M98 N98 
8 0 8 ...BBMHCC..MH.JAANDDJL.NI.KLEEI.K.FF A96 B96 C97 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 ...BBMH.CC.MH.JAANDDJL.NI.KLEEI.K.FF A96 B96 C98 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 BB...MH.JCCMH.JAANDDKL.NI.KLEEI...FF A96 B93 C99 D97 E99 F97 H99 I98 J98 K96 L97 M98 N98 
8 0 8 ...BBMH.JCCMH.JAANDDK..NI.KLEEI..LFF A96 B96 C99 D97 E99 F97 H99 I98 J98 K96 L96 M98 N98 
8 0 8 ...BBMH.JCCMH.JAANDDKL.NI.KLEEI..FF. A96 B96 C99 D97 E99 F96 H99 I98 J98 K96 L97 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NDDKL.NI.KLEEI...FF A94 B96 C99 D97 E99 F97 H99 I98 J97 K96 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.NDDKL.NI.KLEEI...FF A95 B96 C99 D97 E99 F97 H99 I98 J97 K96 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANDDK..NI.KLEEI..LFF A96 B96 C99 D97 E99 F97 H99 I98 J97 K96 L96 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.NDD...NI.KLEEI.KLFF A95 B96 C99 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
8 0 8 ...BBMH..CCMH.JAANDDJ..NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H99 I98 J95 K97 L96 M98 N98 
8 0 8 ...BBMH..CCMH.JAANDDJL.NI.KLEEI.KFF. A96 B96 C99 D97 E99 F96 H99 I98 J95 K97 L97 M98 N98 
8 0 8 H..BBMHCC..M..JAANDDJL.NI.KLEEI.K.FF A96 B96 C97 D97 E99 F97 H98 I98 J95 K97 L97 M98 N98 
8 0 8 H..BBMH.CC.M..JAANDDJL.NI.KLEEI.K.FF A96 B96 C98 D97 E99 F97 H98 I98 J95 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANDDKL.NI.KLEEI..FF. A96 B96 C99 D97 E99 F92 H97 I98 J97 K96 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANDDKL.NI.KLEEI.FF.. A96 B96 C99 D97 E99 F93 H97 I98 J97 K96 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANDDK..NI.KLEEIFFL.. A96 B96 C99 D97 E99 F94 H97 I98 J97 K96 L96 M98 N98 
8 0 8 ...BBMH.JCCMH.JAANDDKL.NI.KLEEIFF... A96 B96 C99 D97 E99 F94 H97 I98 J96 K96 L97 M98 N98 
8 0 8 H.JBBMH.JCCM...AANDDK..NI.KLEEIFFL.. A96 B96 C99 D97 E99 F94 H98 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCM...AANDDKL.NI.KLEEI.FF.. A96 B96 C99 D97 E99 F95 H98 I98 J97 K96 L97 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.NDDKL.NI.KLEEI...FF A95 B96 C99 D97 E99 F97 H98 I98 J97 K96 L97 M98 N98 
8 0 8 H.JBBMH.JCCM...AANDDK..NI.KLEEI..LFF A96 B96 C99 D97 E99 F97 H98 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.NDD...NI.KLEEI.KLFF A95 B96 C99 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCM...AANDDKL.NI.KLEEI..FF. A96 B96 C99 D97 E99 F96 H98 I98 J97 K96 L97 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.NIDDL.NI.KLEE..K.FF A95 B96 C99 D96 E99 F97 H98 I97 J97 K97 L97 M98 N98 
