10 0 10 ..CC.MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... 
10 0 10 ..CC.MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. L99 
10 0 10 ..CC.MDD.K.MAA.K.NI..EENI.JLGGHHJL.. E98 L99 
10 0 10 ..CC.MDD.K.MAA.K.NI.JEENI.JLGGHH.L.. E98 J99 L99 
10 0 10 ..CC.MDD.K.MAA.K.NI.JEENI.JLGG.HHL.. E98 H99 J99 L99 
10 0 10 ..CC.MDD.K.MAA.K.N..JEENI.JLGGIHHL.. E98 H99 I99 J99 L99 
10 0 10 ..CC.MDD.K.M.AAK.N..JEENI.JLGGIHHL.. A99 E98 H99 I99 J99 L99 
10 0 10 ..CC.MDD.K.MIAAK.NI.JEEN..JLGG.HHL.. A99 E98 H99 I97 J99 L99 
10 0 10 ..CC.MDD.K.MIAAK.NI.JEEN..JLGGHH.L.. A99 E98 H98 I97 J99 L99 
10 0 10 ..CC.MDD.K.MIAAK.NI..EEN..JLGGHHJL.. A99 E98 H98 I97 J98 L99 
10 0 10 ..CC.MDD.K.MIAAK.NIEE..N..JLGGHHJL.. A99 E96 H98 I97 J98 L99 
10 0 10 ..CC.MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 E96 H98 I97 J98 L98 
10 0 10 ..CC.M.DDK.MIAAK.NIEEL.N..JLGGHHJ... A99 D99 E96 H98 I97 J98 L98 
10 0 10 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 D99 E96 H98 I96 J98 L98 
10 0 10 ..CC.M.DDK.M.AAK.NIEE..NI.JLGGHHJL.. A99 D99 E96 H98 I96 J98 L97 
10 0 10 ..CC.M.DDK.M.AAK.NI..EENI.JLGGHHJL.. A99 D99 E94 H98 I96 J98 L97 
10 0 10 ..CC.M.DDK.M.AAK.NI.JEENI.JLGGHH.L.. A99 D99 E94 H98 I96 J97 L97 
10 0 10 ..CC.M.DDK.M.AAK.NI.JEENI.JLGG.HHL.. A99 D99 E94 H97 I96 J97 L97 
10 0 10 I.CC.MIDDK.M.AAK.N..JEEN..JLGG.HHL.. A99 D99 E94 H97 I93 J97 L97 
10 0 10 I.CC.MIDDK.MAA.K.N..JEEN..JLGG.HHL.. A98 D99 E94 H97 I93 J97 L97 
10 0 10 I.CC.MIDDK.MAA.K.N..JEEN..JLGGHH.L.. A98 D99 E94 H96 I93 J97 L97 
10 0 10 I.CC.MIDDK.MAA.K.N...EEN..JLGGHHJL.. A98 D99 E94 H96 I93 J96 L97 
10 0 10 I.CC.MIDDK.MAA.K.NEE...N..JLGGHHJL.. A98 D99 E91 H96 I93 J96 L97 
10 0 10 I.CC.MIDDK.MAA.K.NEE.L.N..JLGGHHJ... A98 D99 E91 H96 I93 J96 L96 
10 0 10 I.CC.MIDDK.MAA.K.NEEJL.N..JLGGHH.... A98 D99 E91 H96 I93 J95 L96 
10 0 10 I.CC.MIDDK.MAA.K.NEEJL.N..JLGG....HH A98 D99 E91 H92 I93 J95 L96 
10 0 10 I.CC.MIDDK.MAA.K.NEEJ..N..JLGG...LHH A98 D99 E91 H92 I93 J95 L95 
10 0 10 I.CC.MIDDK.MAA.K.NEE...N..JLGG..JLHH A98 D99 E91 H92 I93 J94 L95 
10 0 10 I.CC.MIDDK.MAA.K.N...EEN..JLGG..JLHH A98 D99 E88 H92 I93 J94 L95 
10 0 10 I.CC.MIDDK.MAA.K.N..JEEN..JLGG...LHH A98 D99 E88 H92 I93 J93 L95 
10 0 10 I.CC.MIDDK.M.AAK.N..JEEN..JLGG...LHH A97 D99 E88 H92 I93 J93 L95 
10 0 10 ..CC.M.DDK.M.AAK.N..JEENI.JLGGI..LHH A97 D99 E88 H92 I89 J93 L95 
10 0 10 ..CC.M.DDK.M.AAK.N...EENI.JLGGI.JLHH A97 D99 E88 H92 I89 J92 L95 
10 0 10 ..CC.MIDDK.MIAAK.N...EEN..JLGG..JLHH A97 D99 E88 H92 I86 J92 L95 
10 0 10 ..CC.MIDDK.MIAAK.NEE...N..JLGG..JLHH A97 D99 E85 H92 I86 J92 L95 
10 0 10 ..CC.MIDDK.MIAAK.NEE.L.N..JLGG..J.HH A97 D99 E85 H92 I86 J92 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEE.L.N..JLGG..JHH. A97 D99 E85 H91 I86 J92 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEEJL.N..JLGG...HH. A97 D99 E85 H91 I86 J91 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEEJL.N..JLGGHH.... A97 D99 E85 H88 I86 J91 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEEJ..N..JLGGHH.L.. A97 D99 E85 H88 I86 J91 L93 
10 0 10 ..CC.MIDDK.MIAAK.NEEJ..N..JLGG.HHL.. A97 D99 E85 H87 I86 J91 L93 
10 0 10 ..CC.MIDD..MIAAK.NEEJK.N..JLGG.HHL.. A97 D99 E85 H87 I86 J91 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.NEEJK.N..JLGG.HHL.. A97 D97 E85 H87 I86 J91 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.NEEJK.N..JLGGHH.L.. A97 D97 E85 H86 I86 J91 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.NEE.K.N..JLGGHHJL.. A97 D97 E85 H86 I86 J90 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.N.EEK.N..JLGGHHJL.. A97 D97 E84 H86 I86 J90 K99 L93 
10 0 10 ..CC.M...DDM.AAK.NIEEK.NI.JLGGHHJL.. A97 D97 E84 H86 I84 J90 K99 L93 
10 0 10 ..CC.M...DDMAA.K.NIEEK.NI.JLGGHHJL.. A96 D97 E84 H86 I84 J90 K99 L93 
10 0 10 ..CC.M.DD..MAA.K.NIEEK.NI.JLGGHHJL.. A96 D95 E84 H86 I84 J90 K99 L93 
5 0 5 .CCK.M.DDK.M..AA.NIEEL.NI.JLGGHHJ... A78 C95 D93 E46 H46 I52 J66 K97 L70 
5 0 5 ICCK.MIDDK.M..AA.N.EEL.N..JLGGHHJ... A78 C95 D93 E46 H46 I49 J66 K97 L70 
5 0 5 ICCK.MIDDK.M..AA.NEE.L.N..JLGGHHJ... A78 C95 D93 E45 H46 I49 J66 K97 L70 
5 0 5 ICCK.MIDDK.M..AA.NEE...N..JLGGHHJL.. A78 C95 D93 E45 H46 I49 J66 K97 L69 
5 0 5 ICCK.MIDDK.M..AA.NEEJ..N..JLGGHH.L.. A78 C95 D93 E45 H46 I49 J65 K97 L69 
5 0 5 ICCK.MIDDK.M..AA.NEEJ..N..JLGG.HHL.. A78 C95 D93 E45 H45 I49 J65 K97 L69 
5 0 5 ICCK.MIDDK.M..AA.NEEJL.N..JLGG.HH... A78 C95 D93 E45 H45 I49 J65 K97 L68 
5 0 5 ICCK.MIDDK.M..AA.NEEJL.N..JLGG....HH A78 C95 D93 E45 H42 I49 J65 K97 L68 
5 0 5 ICCK.MIDDK.M..AA.NEEJ..N..JLGG...LHH A78 C95 D93 E45 H42 I49 J65 K97 L67 
5 0 5 ICCK.MIDDK.M..AA.NEE...N..JLGG..JLHH A78 C95 D93 E45 H42 I49 J64 K97 L67 
5 0 5 ICCK.MIDDK.M..AA.N...EEN..JLGG..JLHH A78 C95 D93 E42 H42 I49 J64 K97 L67 
5 0 5 ICCK.MIDDK.M..AA.N..JEEN..JLGG...LHH A78 C95 D93 E42 H42 I49 J63 K97 L67 
5 0 5 ICCK.MIDDK.M...AAN..JEEN..JLGG...LHH A77 C95 D93 E42 H42 I49 J63 K97 L67 
5 0 5 ICCK.MIDDK.M..JAAN..JEEN...LGG...LHH A77 C95 D93 E42 H42 I49 J62 K97 L67 
5 0 5 .CCK.M.DDK.M..JAANI.JEENI..LGG...LHH A77 C95 D93 E42 H42 I46 J62 K97 L67 
5 0 5 .CCK.M.DDK.M...AANI..EENI.JLGG..JLHH A77 C95 D93 E42 H42 I46 J60 K97 L67 
5 0 5 .CCK.M.DDK.M...AAN...EENI.JLGGI.JLHH A77 C95 D93 E42 H42 I45 J60 K97 L67 
5 0 5 .CCK.M.DDK.M...AANEE...NI.JLGGI.JLHH A77 C95 D93 E39 H42 I45 J60 K97 L67 
5 0 5 .CCK.M.DDK.M...AANEE.L.NI.JLGGI.J.HH A77 C95 D93 E39 H42 I45 J60 K97 L66 
5 0 5 .CCK.M.DDK.M...AANEE.L.NI.JLGGI.JHH. A77 C95 D93 E39 H41 I45 J60 K97 L66 
5 0 5 .CCK.M.DDK.M..JAANEEJL.NI..LGGI..HH. A77 C95 D93 E39 H41 I45 J58 K97 L66 
5 0 5 .CCK.M.DDK.M..JAANEEJL.NI..LGGIHH... A77 C95 D93 E39 H39 I45 J58 K97 L66 
5 0 5 .CCK.M.DDK.M..JAANEEJL.NI..LGGI.HH.. A77 C95 D93 E39 H40 I45 J58 K97 L66 
5 0 5 .CCK.M.DDK.M...AANEEJL.NI.JLGGI.HH.. A77 C95 D93 E39 H40 I45 J57 K97 L66 
5 0 5 .CCK.M.DDK.MAA...NEEJL.NI.JLGGI.HH.. A74 C95 D93 E39 H40 I45 J57 K97 L66 
5 0 5 .CCK.M.DDK.MAA...NEEJL.NI.JLGGI...HH A74 C95 D93 E39 H38 I45 J57 K97 L66 
5 0 5 .CCK.M.DDK.MAA...NEEJ..NI.JLGGI..LHH A74 C95 D93 E39 H38 I45 J57 K97 L65 
5 0 5 .CCK.M.DDK.M..AA.NEEJ..NI.JLGGI..LHH A72 C95 D93 E39 H38 I45 J57 K97 L65 
5 0 5 .CCK.MDD.K.M..AA.NEEJ..NI.JLGGI..LHH A72 C95 D92 E39 H38 I45 J57 K97 L65 
5 0 5 .CCK.MDD.K.M..AA.NEEJL.NI.JLGGI...HH A72 C95 D92 E39 H38 I45 J57 K97 L64 
5 0 5 .CCK.MDD.K.M..AA.NEEJL.NI.JLGGIHH... A72 C95 D92 E39 H35 I45 J57 K97 L64 
5 0 5 .CCK.MDD.K.M..AA.NEEJ..NI.JLGGIHHL.. A72 C95 D92 E39 H35 I45 J57 K97 L63 
5 0 5 .CCK.MDD.K.MAA...NEEJ..NI.JLGGIHHL.. A70 C95 D92 E39 H35 I45 J57 K97 L63 
5 0 5 .CCK.M.DDK.MAA...NEEJ..NI.JLGGIHHL.. A70 C95 D91 E39 H35 I45 J57 K97 L63 
5 0 5 .CCK.M.DDK.M.AA..NEEJ..NI.JLGGIHHL.. A69 C95 D91 E39 H35 I45 J57 K97 L63 
5 0 5 .CCK.M.DDK.M.AA..NEEJL.NI.JLGGIHH... A69 C95 D91 E39 H35 I45 J57 K97 L62 
5 0 5 .CCK.M.DDK.M.AA..NEEJL.NI.JLGGI..HH. A69 C95 D91 E39 H33 I45 J57 K97 L62 
5 0 5 .CCK.M.DDK.M..AA.NEEJL.NI.JLGGI..HH. A68 C95 D91 E39 H33 I45 J57 K97 L62 
5 0 5 CC.K.M.DDK.M..AA.NEEJL.NI.JLGGI..HH. A68 C94 D91 E39 H33 I45 J57 K97 L62 
5 0 5 CC.K.M.DDK.M..AA.NEEJL.NI.JLGGI.HH.. A68 C94 D91 E39 H32 I45 J57 K97 L62 
5 0 5 CC.K.M.DDK.M.AA..NEEJL.NI.JLGGI.HH.. A67 C94 D91 E39 H32 I45 J57 K97 L62 
5 0 5 CC.K.MDD.K.M.AA..NEEJL.NI.JLGGI.HH.. A67 C94 D90 E39 H32 I45 J57 K97 L62 
5 0 5 CC.K.MDD.K.M.AA..NEEJL.NI.JLGGI...HH A67 C94 D90 E39 H30 I45 J57 K97 L62 
5 0 5 CC.K.MDD.K.MAA...NEEJL.NI.JLGGI...HH A66 C94 D90 E39 H30 I45 J57 K97 L62 
5 0 5 CC.K.MDD.K.MAA...NEEJL.NI.JLGGIHH... A66 C94 D90 E39 H27 I45 J57 K97 L62 
5 0 5 CCJK.MDDJK.MAA...NEE.L.NI..LGGIHH... A66 C94 D90 E39 H27 I45 J54 K97 L62 
5 0 5 CCJK.MDDJK.MAA...NEE.L.NI..LGGI..HH. A66 C94 D90 E39 H25 I45 J54 K97 L62 
5 0 5 CCJK.MDDJK.MAA...N.EEL.NI..LGGI..HH. A66 C94 D90 E38 H25 I45 J54 K97 L62 
5 0 5 CCJK.MDDJK.MAA...N.EEL.NI..LGGI.HH.. A66 C94 D90 E38 H24 I45 J54 K97 L62 
5 0 5 CCJK.MDDJK.M...AAN.EEL.NI..LGGI.HH.. A63 C94 D90 E38 H24 I45 J54 K97 L62 
5 0 5 CCJK.MDDJK.M...AANIEEL.NI..LGG..HH.. A63 C94 D90 E38 H24 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..NIEEL.NI..LGG..HH.. A61 C94 D90 E38 H24 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..NIEEL.NI..LGG...HH. A61 C94 D90 E38 H23 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.MIAA..NIEEL.N...LGG...HH. A61 C94 D90 E38 H23 I43 J54 K97 L62 
5 0 5 CCJK.MDDJK.MIAA..NIEEL.N...LGG.HH... A61 C94 D90 E38 H21 I43 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..N.EEL.NI..LGGIHH... A61 C94 D90 E38 H21 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..N.EEL.NI..LGGI...HH A61 C94 D90 E38 H18 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..NEE.L.NI..LGGI...HH A61 C94 D90 E37 H18 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..NEE.L.NI..LGGI.HH.. A61 C94 D90 E37 H16 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M..AA.NEE.L.NI..LGGI.HH.. A60 C94 D90 E37 H16 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..NEE...NI..LGGI..LHH A61 C94 D90 E37 H18 I41 J54 K97 L61 
5 0 5 CCJK.MDDJK.M..AA.NEE.L.NI..LGGI...HH A60 C94 D90 E37 H18 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M..AA.N.EEL.NI..LGGI...HH A60 C94 D90 E38 H18 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.M.AA..N.EE..NI..LGGIHHL.. A61 C94 D90 E38 H21 I41 J54 K97 L61 
5 0 5 CCJK.MDDJK.M.AA..NEE...NI..LGGIHHL.. A61 C94 D90 E37 H21 I41 J54 K97 L61 
5 0 5 CCJK.MDDJK.M..AA.NEE...NI..LGGIHHL.. A60 C94 D90 E37 H21 I41 J54 K97 L61 
5 0 5 CCJK.MDDJK.M..AA.N.EE..NI..LGGIHHL.. A60 C94 D90 E38 H21 I41 J54 K97 L61 
5 0 5 CCJK.MDDJK.M..AA.N.EEL.NI..LGGIHH... A60 C94 D90 E38 H21 I41 J54 K97 L62 
5 0 5 CCJK.MDDJK.MI.AA.NIEEL.N...LGG.HH... A60 C94 D90 E38 H21 I43 J54 K97 L62 
5 0 5 CCJK.MDDJK.MI.AA.NIEEL.N...LGG..HH.. A60 C94 D90 E38 H20 I43 J54 K97 L62 
5 0 5 CCJK.MDDJK.MI.AA.NIEEL.N...LGG...HH. A60 C94 D90 E38 H23 I43 J54 K97 L62 
5 0 5 CCJK.MDDJK.M..AA.NIEEL.NI..LGG...HH. A60 C94 D90 E38 H23 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.M..AA.NIEEL.NI..LGGHH.... A60 C94 D90 E38 H20 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.M..AA.NIEE..NI..LGGHH.L.. A60 C94 D90 E38 H20 I44 J54 K97 L61 
5 0 5 CCJK.MDDJK.M.AA..NIEE..NI..LGGHH.L.. A59 C94 D90 E38 H20 I44 J54 K97 L61 
5 0 5 CCJK.MDDJK.M.AA..NIEEL.NI..LGGHH.... A61 C94 D90 E38 H22 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.MIAA..NIEEL.N...LGG..HH.. A61 C94 D90 E38 H24 I43 J54 K97 L62 
5 0 5 CCJK.MDDJK.M..AA.NIEEL.NI..LGG..HH.. A62 C94 D90 E38 H24 I44 J54 K97 L62 
5 0 5 CCJK.MDDJK.M...AANEE.L.NI..LGGI.HH.. A63 C94 D90 E37 H24 I45 J54 K97 L62 
5 0 5 CC.K.MDDJK.M..JAANEE.L.NI..LGGI.HH.. A63 C94 D90 E37 H24 I45 J53 K97 L62 
5 0 5 CC.K.MDDJK.M..JAANEE.L.NI..LGGI..HH. A63 C94 D90 E37 H23 I45 J53 K97 L62 
5 0 5 CC.K.MDD.K.M...AANEE.L.NI.JLGGI.JHH. A63 C94 D90 E37 H23 I45 J50 K97 L62 
5 0 5 CC.K.MDD.K.M...AAN.EEL.NI.JLGGI.JHH. A63 C94 D90 E36 H23 I45 J50 K97 L62 
5 0 5 CC.K.MDD.K.M...AAN.EEL.NI.JLGGI.J.HH A63 C94 D90 E36 H22 I45 J50 K97 L62 
5 0 5 CC.K.MDD.K.MI..AANIEEL.N..JLGG..J.HH A63 C94 D90 E36 H22 I43 J50 K97 L62 
5 0 5 CC.K.MDD.K.MI..AANIEE..N..JLGG..JLHH A63 C94 D90 E36 H22 I43 J50 K97 L61 
5 0 5 CC.K.MDD.K.MI..AANI.EE.N..JLGG..JLHH A63 C94 D90 E35 H22 I43 J50 K97 L61 
5 0 5 CC.K.MDD.K.M...AANI.EE.NI.JLGG..JLHH A63 C94 D90 E35 H22 I42 J50 K97 L61 
5 0 5 CC.K.MDD.K.MAA...NI.EE.NI.JLGG..JLHH A60 C94 D90 E35 H22 I42 J50 K97 L61 
5 0 5 CC.K.MDD.K.MAA...N..EE.NI.JLGGI.JLHH A60 C94 D90 E35 H22 I41 J50 K97 L61 
5 0 5 CC.K.MDD.K.MAA...N.EE..NI.JLGGI.JLHH A60 C94 D90 E34 H22 I41 J50 K97 L61 
5 0 5 CC.K.MDD.K.M..AA.N.EE..NI.JLGGI.JLHH A58 C94 D90 E34 H22 I41 J50 K97 L61 
5 0 5 CC.K.MDD.K.M..AA.NIEE..NI.JLGG..JLHH A58 C94 D90 E34 H22 I40 J50 K97 L61 
5 0 5 CC.K.MDD.K.M..AA.NIEEL.NI.JLGG..J.HH A58 C94 D90 E34 H22 I40 J50 K97 L60 
5 0 5 CC.K.MDD.K.M..AA.NIEEL.NI.JLGG..JHH. A58 C94 D90 E34 H21 I40 J50 K97 L60 
5 0 5 CC.K.MDD.K.MI.AA.NIEEL.N..JLGG..JHH. A58 C94 D90 E34 H21 I39 J50 K97 L60 
5 0 5 .CCK.MDD.K.MI.AA.NIEEL.N..JLGG..JHH. A58 C93 D90 E34 H21 I39 J50 K97 L60 
5 0 5 .CCK.MDD.K.MI.AA.NIEEL.N..JLGG..J.HH A58 C93 D90 E34 H20 I39 J50 K97 L60 
5 0 5 .CCK.MDD.K.MI.AA.NIEE..N..JLGG..JLHH A58 C93 D90 E34 H20 I39 J50 K97 L59 
5 0 5 .CCK.MDD.K.MI.AA.NI..EEN..JLGG..JLHH A58 C93 D90 E32 H20 I39 J50 K97 L59 
5 0 5 .CCK.MDD.K.MI.AA.NI.JEEN..JLGG...LHH A58 C93 D90 E32 H20 I39 J49 K97 L59 
5 0 5 .CCK.MDD.K.M..AA.N..JEENI.JLGGI..LHH A58 C93 D90 E32 H20 I37 J49 K97 L59 
5 0 5 .CCK.MDD.K.MAA...N..JEENI.JLGGI..LHH A56 C93 D90 E32 H20 I37 J49 K97 L59 
5 0 5 .CCK.MDD.K.MAA...N...EENI.JLGGI.JLHH A56 C93 D90 E32 H20 I37 J48 K97 L59 
5 0 5 .CCK.MDD.K.MAA...NI..EENI.JLGG..JLHH A56 C93 D90 E32 H20 I36 J48 K97 L59 
5 0 5 .CCK.MDD.K.MAA...NIEE..NI.JLGG..JLHH A56 C93 D90 E30 H20 I36 J48 K97 L59 
5 0 5 .CCK.MDD.K.MAA...NIEEL.NI.JLGG..J.HH A56 C93 D90 E30 H20 I36 J48 K97 L58 
5 0 5 .CCK.MDD.K.MAA...NIEEL.NI.JLGG..JHH. A56 C93 D90 E30 H19 I36 J48 K97 L58 
5 0 5 .CCK.MDD.K.MAA...N.EEL.NI.JLGGI.JHH. A56 C93 D90 E30 H19 I35 J48 K97 L58 
5 0 5 .CCK.MDD.K.MAA...NEE.L.NI.JLGGI.JHH. A56 C93 D90 E29 H19 I35 J48 K97 L58 
5 0 5 .CCK.MDD.K.MAA...NEE.L.NI.JLGGI.J.HH A56 C93 D90 E29 H18 I35 J48 K97 L58 
5 0 5 .CCK.MDD.K.M.AA..NEE.L.NI.JLGGI.J.HH A55 C93 D90 E29 H18 I35 J48 K97 L58 
5 0 5 .CCK.MDD.K.M.AA..NEE...NI.JLGGI.JLHH A55 C93 D90 E29 H18 I35 J48 K97 L57 
5 0 5 .CCK.MDD.K.M.AA..N..EE.NI.JLGGI.JLHH A55 C93 D90 E27 H18 I35 J48 K97 L57 
5 0 5 .CCK.MDD.K.MIAA..NI.EE.N..JLGG..JLHH A55 C93 D90 E27 H18 I33 J48 K97 L57 
5 0 5 .CCK.M.DDK.MIAA..NI.EE.N..JLGG..JLHH A55 C93 D89 E27 H18 I33 J48 K97 L57 
5 0 5 .CCK.M.DDK.M.AA..NI.EE.NI.JLGG..JLHH A55 C93 D89 E27 H18 I32 J48 K97 L57 
5 0 5 .CCK.M.DDK.M.AA..NIEE..NI.JLGG..JLHH A55 C93 D89 E26 H18 I32 J48 K97 L57 
5 0 5 .CCK.M.DDK.M.AA..NIEEL.NI.JLGG..J.HH A55 C93 D89 E26 H18 I32 J48 K97 L56 
5 0 5 .CCK.M.DDK.M.AA..NIEEL.NI.JLGG..JHH. A55 C93 D89 E26 H17 I32 J48 K97 L56 
5 0 5 ICCK.MIDDK.M.AA..N.EEL.N..JLGG..JHH. A55 C93 D89 E26 H17 I29 J48 K97 L56 
5 0 5 ICCK.MIDDK.M.AA..NEE.L.N..JLGG..JHH. A55 C93 D89 E25 H17 I29 J48 K97 L56 
5 0 5 ICCK.MIDDK.M.AA..NEE.L.N..JLGG..J.HH A55 C93 D89 E25 H16 I29 J48 K97 L56 
5 0 5 ICCK.MIDDK.M...AANEE.L.N..JLGG..J.HH A53 C93 D89 E25 H16 I29 J48 K97 L56 
5 0 5 ICCK.MIDDK.M..JAANEEJL.N...LGG....HH A53 C93 D89 E25 H16 I29 J46 K97 L56 
5 0 5 ICCK.MIDDK.M..JAANEEJL.N...LGGHH.... A53 C93 D89 E25 H12 I29 J46 K97 L56 
5 0 5 ICCK.MIDDK.M..JAANEEJ..N...LGGHH.L.. A53 C93 D89 E25 H12 I29 J46 K97 L55 
5 0 5 ICCK.MIDDK.M..JAANEEJ..N...LGG.HHL.. A53 C93 D89 E25 H11 I29 J46 K97 L55 
5 0 5 .CCK.MIDDK.MI.JAANEEJ..N...LGG.HHL.. A53 C93 D89 E25 H11 I28 J46 K97 L55 
5 0 5 .CCK.MIDDK.MI.JAANEEJL.N...LGG.HH... A53 C93 D89 E25 H11 I28 J46 K97 L54 
5 0 5 .CCK.MIDDK.MI.JAANEEJL.N...LGG...HH. A53 C93 D89 E25 H9 I28 J46 K97 L54 
5 0 5 .CCK.MIDDK.MI..AANEE.L.N..JLGG..JHH. A53 C93 D89 E25 H9 I28 J44 K97 L54 
5 0 5 .CCK.MIDDK.MI..AAN.EEL.N..JLGG..JHH. A53 C93 D89 E24 H9 I28 J44 K97 L54 
5 0 5 .CCK.MIDDK.MI..AAN.EEL.N..JLGG..J.HH A53 C93 D89 E24 H8 I28 J44 K97 L54 
5 0 5 .CCK.MIDDK.MI..AAN.EE..N..JLGG..JLHH A53 C93 D89 E24 H8 I28 J44 K97 L53 
5 0 5 .CCK.MIDDK.MI..AAN..EE.N..JLGG..JLHH A53 C93 D89 E23 H8 I28 J44 K97 L53 
5 0 5 .CCK.MIDDK.MI.AA.N..EE.N..JLGG..JLHH A52 C93 D89 E23 H8 I28 J44 K97 L53 
5 0 5 .CCK.M.DDK.M..AA.N..EE.NI.JLGGI.JLHH A52 C93 D89 E23 H8 I25 J44 K97 L53 
5 0 5 .CCK.M.DDK.M..AA.N.EE..NI.JLGGI.JLHH A52 C93 D89 E22 H8 I25 J44 K97 L53 
5 0 5 .CCK.M.DDK.M..AA.N.EEL.NI.JLGGI.J.HH A52 C93 D89 E22 H8 I25 J44 K97 L52 
5 0 5 .CCK.M.DDK.M..AA.N.EEL.NI.JLGGI.JHH. A52 C93 D89 E22 H7 I25 J44 K97 L52 
5 0 5 ICCK.MIDDK.M..AA.N.EEL.N..JLGG..J.HH A52 C93 D89 E22 H8 I21 J44 K97 L52 
5 0 5 ICCK.MIDDK.MAA...N.EEL.N..JLGG..J.HH A50 C93 D89 E22 H8 I21 J44 K97 L52 
5 0 5 ICCK.MIDDK.MAA...N.EE..N..JLGG..JLHH A50 C93 D89 E22 H8 I21 J44 K97 L51 
5 0 5 ICCK.MIDDK.MAA...N..EE.N..JLGG..JLHH A50 C93 D89 E21 H8 I21 J44 K97 L51 
5 0 5 .CCK.M.DDK.MAA...N.EEL.NI.JLGGI.J.HH A50 C93 D89 E22 H8 I25 J44 K97 L52 
5 0 5 CC.K.M.DDK.MAA...N.EEL.NI.JLGGI.J.HH A50 C92 D89 E22 H8 I25 J44 K97 L52 
5 0 5 CC.K.M.DDK.MAA...NIEEL.NI.JLGG..J.HH A50 C92 D89 E22 H8 I24 J44 K97 L52 
5 0 5 CC.K.M.DDK.MAA...NIEEL.NI.JLGG..JHH. A50 C92 D89 E22 H7 I24 J44 K97 L52 
5 0 5 CC.K.M.DDK.M...AANIEEL.NI.JLGG..JHH. A47 C92 D89 E22 H7 I24 J44 K97 L52 
5 0 5 CC.K.M.DDK.MAA...NIEE..NI.JLGG..JLHH A50 C92 D89 E22 H8 I24 J44 K97 L51 
5 0 5 CC.K.M.DDK.MAA...NI..EENI.JLGG..JLHH A50 C92 D89 E20 H8 I24 J44 K97 L51 
5 0 5 CC.K.M.DDK.MAA...NI.JEENI.JLGG...LHH A50 C92 D89 E20 H8 I24 J43 K97 L51 
5 0 5 CC.K.M.DDK.M..AA.NI.JEENI.JLGG...LHH A48 C92 D89 E20 H8 I24 J43 K97 L51 
5 0 5 CC.K.MIDDK.MI.AA.N..JEEN..JLGG...LHH A48 C92 D89 E20 H8 I22 J43 K97 L51 
5 0 5 CC.K.MDD.K.M..AA.NI.JEENI.JLGG...LHH A48 C92 D88 E20 H8 I24 J43 K97 L51 
5 0 5 CC.K.MDD.K.M...AANI.JEENI.JLGG...LHH A47 C92 D88 E20 H8 I24 J43 K97 L51 
5 0 5 CC.K.MDD.K.M..JAANI.JEENI..LGG...LHH A47 C92 D88 E20 H8 I24 J42 K97 L51 
5 0 5 .CCK.MDD.K.M...AANI.JEENI.JLGG...LHH A47 C91 D88 E20 H8 I24 J43 K97 L51 
5 0 5 .CCK.MDD.K.M.AA..NI.JEENI.JLGG...LHH A45 C91 D88 E20 H8 I24 J43 K97 L51 
5 0 5 .CCK.M.DDK.M.AA..NI.JEENI.JLGG...LHH A45 C91 D87 E20 H8 I24 J43 K97 L51 
5 0 5 .CCK.M.DDK.M.AA..N..JEENI.JLGGI..LHH A45 C91 D87 E20 H8 I23 J43 K97 L51 
5 0 5 .CCK.MIDDK.MIAA..N..JEEN..JLGG...LHH A45 C91 D87 E20 H8 I22 J43 K97 L51 
5 0 5 .CCK.MIDDK.MIAA..N...EEN..JLGG..JLHH A45 C91 D87 E20 H8 I22 J42 K97 L51 
5 0 5 .CCK.MIDDK.MIAA..NEE...N..JLGG..JLHH A45 C91 D87 E17 H8 I22 J42 K97 L51 
5 0 5 .CCK.MIDDK.MIAA..NEEJ..N..JLGG...LHH A45 C91 D87 E17 H8 I22 J41 K97 L51 
